transaction_id,client_id,transaction_date,transaction_type,amount,currency
TX01371,206,2024-03-10 11:53:02,Пополнение,4369.64,UZS
TX01372,109,2024-02-03 21:02:28,Снятие,6325.06,UZS
TX01373,201,2024-01-08 06:46:24,Пополнение,9485.94,UZS
TX01374,59,2024-05-23 04:51:50,Покупка,953.44,EUR
TX01375,205,2024-01-06 21:22:02,Перевод,6518.1,EUR
TX01376,54,2024-02-06 09:24:22,Перевод,2768.91,EUR
TX01377,45,2024-03-08 23:01:20,Снятие,6794.52,USD
TX01378,97,2024-03-24 05:51:37,Перевод,3914.34,EUR
TX01379,190,2024-06-06 07:16:01,Снятие,8660.24,EUR
TX01380,94,2024-06-17 07:11:46,Снятие,166.78,EUR
TX01381,297,2024-05-21 07:21:15,Комиссия,9290.96,USD
TX01382,108,2024-01-13 19:27:25,Перевод,8418.42,USD
TX01383,43,2024-06-06 01:08:50,Комиссия,8379.19,USD
TX01384,52,2024-02-25 10:17:27,Пополнение,4696.0,USD
TX01385,245,2024-05-17 14:40:19,Перевод,6261.76,EUR
TX01386,123,2024-01-21 02:23:53,Покупка,1086.68,USD
TX01387,43,2024-05-30 08:44:27,Покупка,9748.48,EUR
TX01388,81,2024-02-05 20:20:55,Перевод,5503.39,UZS
TX01389,20,2024-04-12 20:33:39,Снятие,5685.66,EUR
TX01390,3,2024-03-30 23:02:56,Комиссия,7431.49,EUR
TX01391,95,2024-03-31 08:05:56,Перевод,9550.94,EUR
TX01392,40,2024-06-11 22:10:13,Снятие,8327.33,RUB
TX01393,228,2024-03-28 01:44:37,Комиссия,516.81,UZS
TX01394,70,2024-06-13 15:32:18,Снятие,9739.2,UZS
TX01395,269,2024-06-17 04:00:13,Снятие,2199.98,EUR
TX01396,87,2024-05-29 07:30:02,Снятие,7365.96,UZS
TX01397,34,2024-02-23 03:12:29,Пополнение,6725.28,RUB
TX01398,91,2024-02-14 18:54:33,Покупка,7134.56,USD
TX01399,155,2024-03-16 07:48:59,Перевод,4031.87,UZS
TX01400,33,2024-04-20 11:41:54,Пополнение,7710.39,UZS
TX01401,284,2024-03-18 09:28:31,Снятие,9118.07,UZS
TX01402,150,2024-02-21 00:58:25,Пополнение,6284.6,RUB
TX01403,71,2024-05-25 07:16:30,Перевод,7732.68,EUR
TX01404,135,2024-05-31 20:25:14,Снятие,1893.74,RUB
TX01405,242,2024-06-13 13:26:26,Снятие,676.98,EUR
TX01406,192,2024-03-14 08:07:04,Пополнение,3788.73,EUR
TX01407,137,2024-05-22 00:33:59,Комиссия,7755.44,UZS
TX01408,186,2024-05-18 03:37:13,Покупка,9434.93,EUR
TX01409,3,2024-06-01 17:45:13,Комиссия,875.99,EUR
TX01410,276,2024-05-16 12:17:31,Комиссия,7421.66,EUR
TX01411,156,2024-01-24 12:54:19,Перевод,5576.48,UZS
TX01412,293,2024-05-14 18:35:01,Покупка,8586.76,EUR
TX01413,263,2024-03-31 20:15:17,Покупка,3546.86,RUB
TX01414,214,2024-03-20 17:36:59,Покупка,6990.11,USD
TX01415,76,2024-05-08 09:19:15,Пополнение,7183.42,RUB
TX01416,184,2024-05-16 20:03:05,Снятие,2424.8,UZS
TX01417,58,2024-03-24 02:30:03,Комиссия,6489.83,EUR
TX01418,228,2024-06-03 14:17:08,Перевод,5800.37,EUR
TX01419,141,2024-06-14 09:51:39,Перевод,2896.4,EUR
TX01420,93,2024-06-21 06:03:48,Пополнение,1164.94,USD
TX01421,131,2024-06-14 20:35:34,Перевод,4306.15,UZS
TX01422,7,2024-02-24 16:02:56,Снятие,3111.83,UZS
TX01423,20,2024-03-05 01:50:39,Пополнение,1868.56,RUB
TX01424,189,2024-04-10 11:50:47,Пополнение,7897.22,UZS
TX01425,58,2024-04-20 17:55:01,Пополнение,8805.9,RUB
TX01426,99,2024-01-31 14:05:11,Покупка,5011.0,USD
TX01427,273,2024-02-22 03:00:24,Покупка,4278.57,USD
TX01428,43,2024-01-24 03:22:31,Снятие,8.27,EUR
TX01429,248,2024-05-08 23:06:27,Пополнение,5867.39,EUR
TX01430,89,2024-03-17 12:14:11,Снятие,2159.69,EUR
TX01431,142,2024-05-23 12:38:44,Снятие,813.15,EUR
TX01432,33,2024-01-22 12:47:40,Пополнение,9864.71,UZS
TX01433,17,2024-03-13 00:01:21,Покупка,4618.01,EUR
TX01434,152,2024-05-03 22:56:40,Комиссия,548.89,USD
TX01435,23,2024-04-19 08:01:00,Комиссия,5474.5,EUR
TX01436,10,2024-06-12 05:27:50,Комиссия,9217.78,RUB
TX01437,53,2024-05-03 18:44:58,Комиссия,2823.01,RUB
TX01438,280,2024-03-09 14:38:09,Комиссия,6098.02,UZS
TX01439,273,2024-03-26 01:56:16,Покупка,5762.29,USD
TX01440,63,2024-04-12 13:37:10,Комиссия,2125.04,UZS
TX01441,146,2024-03-13 13:07:23,Пополнение,5907.64,RUB
TX01442,246,2024-06-04 21:58:21,Покупка,5930.21,USD
TX01443,66,2024-02-21 19:02:09,Комиссия,8742.28,USD
TX01444,259,2024-01-23 14:44:51,Комиссия,3362.24,USD
TX01445,202,2024-04-09 05:07:03,Покупка,1917.26,EUR
TX01446,11,2024-01-24 10:40:38,Пополнение,5500.33,EUR
TX01447,293,2024-04-08 12:51:42,Пополнение,1239.6,UZS
TX01448,165,2024-05-22 00:05:43,Комиссия,8181.7,EUR
TX01449,215,2024-06-21 07:08:59,Перевод,734.76,RUB
TX01450,191,2024-03-26 19:20:23,Комиссия,1972.79,RUB
TX01451,30,2024-04-24 04:26:51,Снятие,4262.72,USD
TX01452,68,2024-05-20 17:52:13,Перевод,8508.28,UZS
TX01453,296,2024-05-24 06:40:49,Пополнение,6838.39,UZS
TX01454,90,2024-02-19 04:16:11,Снятие,9242.78,EUR
TX01455,55,2024-03-17 23:21:41,Комиссия,4468.64,USD
TX01456,87,2024-06-21 14:47:18,Пополнение,595.52,RUB
TX01457,278,2024-02-07 06:57:04,Перевод,6520.21,UZS
TX01458,245,2024-04-11 19:57:24,Перевод,2374.46,UZS
TX01459,84,2024-04-16 03:12:21,Пополнение,6531.79,RUB
TX01460,276,2024-05-08 18:06:59,Снятие,1251.11,EUR
TX01461,292,2024-02-01 16:57:58,Покупка,4446.2,USD
TX01462,231,2024-01-02 11:15:09,Снятие,5678.49,USD
TX01463,99,2024-03-01 07:57:46,Пополнение,8317.92,UZS
TX01464,200,2024-03-22 20:17:12,Снятие,2731.99,USD
TX01465,25,2024-03-11 13:59:00,Перевод,785.54,USD
TX01466,22,2024-05-16 18:18:09,Пополнение,2670.67,USD
TX01467,178,2024-05-06 06:15:59,Перевод,1737.12,USD
TX01468,269,2024-05-23 02:21:36,Комиссия,1003.36,RUB
TX01469,261,2024-05-09 22:11:24,Перевод,326.94,RUB
TX01470,110,2024-04-04 00:06:40,Комиссия,1309.12,USD
TX01471,176,2024-02-06 12:33:07,Комиссия,9044.1,UZS
TX01472,195,2024-02-20 16:57:35,Комиссия,3832.42,EUR
TX01473,223,2024-06-07 13:41:20,Пополнение,5872.34,RUB
TX01474,188,2024-02-08 22:24:14,Снятие,7.36,EUR
TX01475,192,2024-06-12 10:49:38,Покупка,5391.12,USD
TX01476,18,2024-02-09 06:46:27,Снятие,2332.62,EUR
TX01477,70,2024-01-31 22:43:19,Комиссия,2396.5,EUR
TX01478,89,2024-05-10 10:35:26,Пополнение,2180.29,EUR
TX01479,292,2024-01-30 06:16:52,Пополнение,9392.93,USD
TX01480,126,2024-05-27 13:24:05,Покупка,6048.75,EUR
TX01481,278,2024-05-05 14:14:29,Пополнение,2729.17,USD
TX01482,145,2024-06-21 01:54:27,Пополнение,586.13,EUR
TX01483,233,2024-03-20 20:15:29,Перевод,8184.98,EUR
TX01484,209,2024-04-12 21:49:46,Покупка,3237.85,UZS
TX01485,70,2024-05-18 20:51:10,Перевод,3024.14,UZS
TX01486,199,2024-03-07 11:39:47,Снятие,5204.42,RUB
TX01487,58,2024-06-10 16:08:59,Пополнение,3766.85,USD
TX01488,221,2024-05-15 04:59:49,Комиссия,7040.68,RUB
TX01489,258,2024-04-24 02:41:22,Пополнение,5053.31,UZS
TX01490,190,2024-02-18 12:22:34,Покупка,3355.72,EUR
TX01491,37,2024-04-15 04:29:15,Перевод,1679.2,EUR
TX01492,101,2024-05-27 23:01:12,Перевод,399.11,USD
TX01493,255,2024-06-04 16:13:58,Пополнение,9946.11,UZS
TX01494,68,2024-04-15 23:36:04,Перевод,8539.27,USD
TX01495,149,2024-06-22 16:22:03,Комиссия,1558.35,UZS
TX01496,87,2024-02-22 17:42:07,Перевод,8944.9,EUR
TX01497,118,2024-06-08 02:34:06,Перевод,200.82,EUR
TX01498,269,2024-02-24 13:29:57,Снятие,5116.1,RUB
TX01499,60,2024-01-05 01:17:20,Комиссия,5104.09,EUR
TX01500,92,2024-06-02 16:43:07,Покупка,6603.72,RUB
TX01501,131,2024-05-01 14:19:12,Комиссия,365.3,USD
TX01502,138,2024-03-30 08:47:17,Снятие,1527.49,UZS
TX01503,288,2024-02-18 20:14:03,Перевод,2670.22,UZS
TX01504,65,2024-05-17 10:54:48,Комиссия,4563.06,UZS
TX01505,85,2024-03-13 22:47:48,Комиссия,4642.64,UZS
TX01506,23,2024-01-02 08:31:15,Комиссия,3001.21,RUB
TX01507,165,2024-06-20 12:55:22,Пополнение,3884.7,RUB
TX01508,126,2024-03-15 14:50:35,Покупка,9734.01,RUB
TX01509,113,2024-02-02 20:47:58,Снятие,6921.1,USD
TX01510,204,2024-05-18 18:20:28,Снятие,9996.73,RUB
TX01511,279,2024-01-07 23:26:24,Снятие,158.6,USD
TX01512,33,2024-02-22 12:18:41,Перевод,5733.59,USD
TX01513,13,2024-01-17 11:46:50,Комиссия,2717.95,UZS
TX01514,241,2024-03-16 02:08:48,Пополнение,282.6,EUR
TX01515,52,2024-06-09 20:31:56,Снятие,5121.31,EUR
TX01516,288,2024-02-09 09:45:00,Перевод,7470.41,RUB
TX01517,89,2024-03-07 19:59:21,Перевод,1364.71,EUR
TX01518,48,2024-02-26 13:58:43,Снятие,8029.18,UZS
TX01519,125,2024-06-07 08:52:12,Комиссия,4380.46,RUB
TX01520,12,2024-05-26 23:03:31,Снятие,4304.24,UZS
TX01521,50,2024-05-24 16:23:10,Пополнение,5043.2,RUB
TX01522,154,2024-04-09 06:29:23,Покупка,1029.26,RUB
TX01523,299,2024-04-19 06:05:35,Снятие,5324.19,EUR
TX01524,54,2024-01-05 06:18:43,Перевод,4301.29,EUR
TX01525,246,2024-01-06 03:31:12,Перевод,1793.01,RUB
TX01526,75,2024-05-20 06:04:51,Снятие,1302.7,USD
TX01527,132,2024-05-12 03:55:54,Снятие,4646.34,UZS
TX01528,26,2024-01-13 23:00:26,Покупка,8109.42,USD
TX01529,282,2024-04-10 00:59:18,Покупка,7572.03,EUR
TX01530,291,2024-04-26 21:56:07,Снятие,1082.16,UZS
TX01531,173,2024-03-27 09:44:14,Покупка,6035.24,RUB
TX01532,157,2024-03-18 10:48:14,Пополнение,4352.04,RUB
TX01533,149,2024-04-16 12:20:06,Комиссия,9053.06,USD
TX01534,237,2024-02-15 18:31:37,Пополнение,6222.36,EUR
TX01535,93,2024-05-28 09:38:51,Снятие,5908.94,RUB
TX01536,47,2024-06-11 01:58:53,Покупка,2807.97,EUR
TX01537,1,2024-06-20 21:13:21,Покупка,2387.13,USD
TX01538,110,2024-03-24 11:18:50,Пополнение,1351.7,EUR
TX01539,43,2024-06-10 06:46:11,Комиссия,6710.94,EUR
TX01540,74,2024-03-01 17:43:48,Снятие,1596.92,EUR
TX01541,10,2024-02-16 19:39:31,Перевод,8525.63,UZS
TX01542,203,2024-04-11 14:43:29,Комиссия,7987.83,UZS
TX01543,198,2024-02-28 10:05:16,Пополнение,2789.8,USD
TX01544,83,2024-06-10 23:55:51,Снятие,9701.88,EUR
TX01545,33,2024-05-01 00:45:05,Снятие,9102.4,USD
TX01546,152,2024-02-08 20:44:21,Перевод,4444.21,EUR
TX01547,24,2024-06-09 04:52:35,Снятие,7500.97,RUB
TX01548,143,2024-05-24 16:57:45,Перевод,3562.59,USD
TX01549,220,2024-05-15 07:08:40,Пополнение,1329.55,UZS
TX01550,242,2024-03-01 04:42:46,Пополнение,7518.84,EUR
TX01551,268,2024-05-16 21:12:51,Пополнение,7437.54,EUR
TX01552,220,2024-01-03 09:03:00,Комиссия,8437.32,USD
TX01553,203,2024-01-07 10:45:52,Покупка,210.2,USD
TX01554,174,2024-06-11 17:52:12,Покупка,7653.89,UZS
TX01555,132,2024-04-10 04:28:52,Комиссия,1088.36,UZS
TX01556,20,2024-01-05 20:07:18,Покупка,5645.71,RUB
TX01557,203,2024-05-21 20:15:47,Пополнение,948.87,UZS
TX01558,100,2024-03-21 04:37:50,Покупка,6671.07,USD
TX01559,29,2024-05-11 04:53:38,Снятие,4397.35,EUR
TX01560,175,2024-01-09 12:02:48,Покупка,2003.61,USD
TX01561,157,2024-03-16 04:43:40,Перевод,6768.91,RUB
TX01562,286,2024-03-01 21:27:42,Покупка,4286.97,USD
TX01563,63,2024-05-06 10:15:05,Пополнение,406.69,UZS
TX01564,270,2024-03-17 10:42:57,Покупка,8166.92,USD
TX01565,158,2024-06-07 13:35:57,Покупка,7109.17,RUB
TX01566,206,2024-05-22 12:35:33,Перевод,7479.31,EUR
TX01567,280,2024-02-19 12:11:03,Покупка,1536.41,RUB
TX01568,286,2024-01-28 20:06:46,Перевод,1236.79,EUR
TX01569,172,2024-03-17 09:49:55,Пополнение,9691.12,RUB
TX01570,183,2024-04-07 15:57:39,Перевод,9317.47,RUB
TX01571,69,2024-06-02 06:13:27,Покупка,6420.87,EUR
TX01572,71,2024-05-22 03:39:03,Комиссия,3663.38,RUB
TX01573,14,2024-02-16 22:53:17,Перевод,4061.63,UZS
TX01574,95,2024-01-20 15:51:36,Покупка,6193.17,EUR
TX01575,298,2024-01-01 23:50:25,Снятие,3786.39,RUB
TX01576,275,2024-01-22 10:17:27,Снятие,6455.35,RUB
TX01577,259,2024-04-16 14:53:09,Комиссия,3147.48,RUB
TX01578,160,2024-01-18 15:47:55,Комиссия,5970.6,USD
TX01579,168,2024-01-03 07:09:20,Покупка,3819.75,USD
TX01580,140,2024-02-16 14:16:07,Покупка,170.89,RUB
TX01581,228,2024-02-08 08:53:21,Комиссия,6122.87,USD
TX01582,276,2024-06-07 16:12:52,Покупка,6860.5,UZS
TX01583,238,2024-01-25 01:58:35,Пополнение,4135.62,EUR
TX01584,280,2024-05-02 09:48:11,Перевод,4409.92,EUR
TX01585,37,2024-05-10 07:29:03,Покупка,5573.06,EUR
TX01586,9,2024-03-19 04:22:46,Пополнение,6451.43,USD
TX01587,283,2024-05-26 04:08:25,Снятие,2343.47,UZS
TX01588,249,2024-02-21 18:57:16,Покупка,6485.45,RUB
TX01589,207,2024-01-23 04:21:27,Комиссия,8111.36,UZS
TX01590,85,2024-02-02 07:35:41,Комиссия,4145.04,USD
TX01591,278,2024-01-01 00:47:08,Покупка,2795.61,UZS
TX01592,261,2024-06-23 16:04:14,Комиссия,5908.24,USD
TX01593,257,2024-04-18 09:28:18,Покупка,909.63,USD
TX01594,197,2024-02-29 12:08:13,Комиссия,7282.04,USD
TX01595,20,2024-06-09 17:03:02,Комиссия,7076.69,RUB
TX01596,221,2024-03-21 15:27:50,Комиссия,8936.47,USD
TX01597,243,2024-05-25 19:22:31,Перевод,5189.62,UZS
TX01598,227,2024-05-16 08:54:02,Пополнение,6077.34,EUR
TX01599,264,2024-05-05 08:20:45,Комиссия,3396.73,UZS
TX01600,200,2024-04-29 15:21:17,Покупка,7811.72,UZS
TX01601,213,2024-01-23 08:24:14,Комиссия,4874.12,USD
TX01602,165,2024-04-29 04:00:26,Комиссия,4537.63,USD
TX01603,168,2024-02-25 09:00:45,Комиссия,528.32,EUR
TX01604,58,2024-01-17 06:06:40,Пополнение,6902.13,EUR
TX01605,14,2024-05-18 22:31:14,Перевод,2396.1,EUR
TX01606,113,2024-05-28 16:51:12,Комиссия,4259.58,RUB
TX01607,276,2024-03-20 16:05:46,Снятие,9406.4,RUB
TX01608,58,2024-05-28 08:46:26,Пополнение,3254.78,USD
TX01609,255,2024-03-19 17:01:07,Пополнение,2115.4,EUR
TX01610,192,2024-03-03 01:26:55,Комиссия,762.55,RUB
TX01611,152,2024-02-10 15:47:40,Пополнение,2581.41,USD
TX01612,103,2024-04-05 05:21:15,Покупка,8045.78,RUB
TX01613,206,2024-06-09 12:33:33,Покупка,7804.22,EUR
TX01614,203,2024-06-19 10:34:18,Пополнение,1003.12,EUR
TX01615,289,2024-01-31 17:58:53,Снятие,2363.67,EUR
TX01616,283,2024-06-14 06:41:56,Покупка,7524.63,USD
TX01617,130,2024-01-24 10:55:45,Снятие,3375.14,RUB
TX01618,178,2024-02-24 21:58:15,Пополнение,6798.91,EUR
TX01619,262,2024-03-02 06:44:51,Снятие,919.73,UZS
TX01620,205,2024-02-07 17:30:52,Перевод,5941.46,RUB
TX01621,278,2024-03-30 04:28:52,Покупка,2298.83,USD
TX01622,102,2024-02-23 07:37:03,Пополнение,7294.82,UZS
TX01623,247,2024-05-31 02:17:37,Покупка,5247.92,USD
TX01624,228,2024-05-31 19:29:46,Комиссия,1088.56,RUB
TX01625,4,2024-05-18 15:38:19,Перевод,7121.71,EUR
TX01626,275,2024-01-02 04:44:10,Комиссия,6704.51,UZS
TX01627,292,2024-05-21 18:02:50,Перевод,3361.75,USD
TX01628,154,2024-02-22 19:15:19,Покупка,4528.87,USD
TX01629,199,2024-05-15 05:26:23,Пополнение,2547.09,UZS
TX01630,211,2024-05-24 07:13:18,Комиссия,2521.03,USD
TX01631,198,2024-04-08 18:47:53,Пополнение,2664.13,UZS
TX01632,248,2024-05-03 23:36:38,Пополнение,4803.53,UZS
TX01633,297,2024-02-26 05:56:37,Покупка,9085.12,EUR
TX01634,169,2024-05-02 02:52:36,Покупка,8447.3,UZS
TX01635,265,2024-02-10 17:22:01,Покупка,8595.26,EUR
TX01636,274,2024-03-18 04:07:00,Комиссия,7318.51,RUB
TX01637,78,2024-01-28 08:42:36,Комиссия,8816.95,RUB
TX01638,114,2024-06-07 12:16:21,Снятие,5480.58,USD
TX01639,209,2024-01-10 22:38:21,Покупка,9588.21,RUB
TX01640,109,2024-06-19 23:16:26,Пополнение,9503.72,UZS
TX01641,137,2024-03-22 11:26:24,Комиссия,3418.36,USD
TX01642,192,2024-02-03 08:49:44,Снятие,885.76,RUB
TX01643,203,2024-03-01 00:24:16,Пополнение,7206.61,USD
TX01644,266,2024-03-08 14:13:32,Перевод,605.25,USD
TX01645,105,2024-02-13 00:50:38,Пополнение,6780.03,USD
TX01646,253,2024-03-23 21:46:04,Пополнение,5698.98,UZS
TX01647,6,2024-04-26 07:36:11,Комиссия,1528.97,UZS
TX01648,130,2024-04-14 02:48:49,Покупка,9341.65,UZS
TX01649,165,2024-01-19 18:21:39,Пополнение,701.66,USD
TX01650,127,2024-05-17 02:18:37,Комиссия,6993.04,UZS
TX01651,34,2024-04-17 21:46:13,Пополнение,4624.81,UZS
TX01652,163,2024-02-15 05:34:41,Покупка,902.48,USD
TX01653,251,2024-03-30 14:25:54,Снятие,3936.74,USD
TX01654,268,2024-04-13 13:41:34,Пополнение,8927.53,RUB
TX01655,186,2024-01-09 05:20:45,Покупка,5504.76,USD
TX01656,249,2024-04-30 20:46:13,Комиссия,1969.0,RUB
TX01657,133,2024-02-13 05:45:38,Пополнение,2846.39,UZS
TX01658,224,2024-03-11 08:13:16,Пополнение,8657.73,EUR
TX01659,3,2024-05-12 11:04:19,Пополнение,95.22,UZS
TX01660,198,2024-05-31 03:33:12,Пополнение,8189.47,EUR
TX01661,156,2024-02-02 22:09:57,Комиссия,9305.82,EUR
TX01662,190,2024-03-06 04:55:56,Покупка,1108.22,UZS
TX01663,96,2024-05-07 13:21:59,Снятие,6821.33,EUR
TX01664,91,2024-04-30 20:08:30,Пополнение,1423.8,USD
TX01665,286,2024-02-03 10:56:55,Снятие,9564.84,RUB
TX01666,232,2024-02-22 11:24:48,Снятие,1380.83,USD
TX01667,232,2024-04-10 08:44:58,Снятие,6798.21,UZS
TX01668,167,2024-06-05 00:58:54,Комиссия,111.34,EUR
TX01669,34,2024-03-14 08:40:18,Снятие,770.29,UZS
TX01670,219,2024-02-03 08:32:04,Пополнение,8533.44,USD
TX01671,224,2024-04-13 07:24:41,Покупка,3869.27,UZS
TX01672,257,2024-06-08 23:56:04,Пополнение,9823.89,USD
TX01673,144,2024-02-10 14:08:52,Покупка,635.47,USD
TX01674,135,2024-03-10 22:53:08,Покупка,5037.0,USD
TX01675,168,2024-01-04 09:19:51,Пополнение,157.66,RUB
TX01676,228,2024-01-09 02:20:27,Снятие,359.84,UZS
TX01677,76,2024-05-30 00:25:29,Пополнение,6078.32,UZS
TX01678,37,2024-03-15 20:41:55,Покупка,6245.98,UZS
TX01679,6,2024-03-15 09:13:12,Пополнение,2250.17,USD
TX01680,52,2024-06-18 22:26:14,Снятие,5339.33,UZS
TX01681,52,2024-01-10 09:05:08,Пополнение,656.97,UZS
TX01682,259,2024-02-16 22:33:52,Покупка,5305.05,RUB
TX01683,77,2024-05-06 20:40:32,Комиссия,1024.29,RUB
TX01684,117,2024-01-04 12:39:57,Покупка,8555.79,RUB
TX01685,80,2024-05-20 15:24:06,Комиссия,9636.8,EUR
TX01686,126,2024-04-13 16:26:51,Перевод,9107.99,EUR
TX01687,2,2024-04-27 20:21:58,Пополнение,6530.85,EUR
TX01688,134,2024-03-24 14:15:12,Покупка,9057.55,UZS
TX01689,155,2024-02-04 10:25:34,Перевод,7566.04,EUR
TX01690,60,2024-01-01 16:53:06,Снятие,374.77,RUB
TX01691,114,2024-02-11 19:06:08,Покупка,383.05,USD
TX01692,274,2024-01-23 02:34:34,Перевод,8221.53,UZS
TX01693,88,2024-01-15 00:20:21,Покупка,4135.71,RUB
TX01694,80,2024-03-09 04:05:02,Пополнение,8855.59,UZS
TX01695,169,2024-05-31 10:59:00,Снятие,4350.76,EUR
TX01696,148,2024-04-26 11:10:56,Пополнение,3790.8,UZS
TX01697,274,2024-03-05 05:31:27,Снятие,5909.59,USD
TX01698,154,2024-01-06 19:09:14,Пополнение,5652.49,UZS
TX01699,244,2024-05-31 01:18:38,Покупка,1128.19,EUR
TX01700,177,2024-03-16 19:28:49,Покупка,5994.45,RUB
TX01701,218,2024-02-29 17:47:47,Пополнение,7003.75,RUB
TX01702,12,2024-02-01 03:55:41,Комиссия,473.28,EUR
TX01703,182,2024-03-08 15:28:13,Покупка,3929.88,UZS
TX01704,63,2024-01-11 03:28:05,Комиссия,9279.02,RUB
TX01705,42,2024-01-20 01:29:31,Пополнение,7055.16,UZS
TX01706,152,2024-06-24 09:43:10,Снятие,3204.6,RUB
TX01707,294,2024-06-20 11:46:06,Комиссия,3085.65,RUB
TX01708,152,2024-03-03 20:10:41,Пополнение,9029.2,EUR
TX01709,18,2024-06-20 14:11:38,Комиссия,5401.01,EUR
TX01710,233,2024-01-23 08:40:08,Перевод,4776.95,USD
TX01711,199,2024-06-18 00:50:23,Комиссия,1530.92,RUB
TX01712,65,2024-05-23 01:04:54,Перевод,6474.19,UZS
TX01713,213,2024-04-26 20:10:09,Снятие,1661.55,EUR
TX01714,262,2024-04-26 09:35:52,Перевод,8696.81,RUB
TX01715,247,2024-04-01 09:03:31,Комиссия,4130.93,UZS
TX01716,240,2024-05-16 19:20:34,Перевод,3006.9,RUB
TX01717,194,2024-03-23 08:54:50,Снятие,8519.61,EUR
TX01718,237,2024-05-07 11:58:33,Перевод,6578.63,RUB
TX01719,294,2024-06-22 16:53:04,Снятие,235.52,EUR
TX01720,169,2024-05-17 20:35:13,Пополнение,121.41,USD
TX01721,46,2024-03-29 10:12:47,Пополнение,2232.59,USD
TX01722,149,2024-06-19 17:35:05,Комиссия,7659.15,USD
TX01723,233,2024-03-01 10:35:18,Снятие,5120.26,USD
TX01724,152,2024-05-24 09:53:27,Комиссия,4572.24,EUR
TX01725,89,2024-03-10 00:46:06,Комиссия,765.99,EUR
TX01726,117,2024-03-22 16:58:09,Покупка,8074.73,RUB
TX01727,60,2024-05-11 01:20:03,Покупка,1370.58,UZS
TX01728,232,2024-06-12 05:45:27,Комиссия,2510.27,USD
TX01729,219,2024-04-22 19:27:05,Перевод,6867.76,USD
TX01730,266,2024-02-08 02:49:35,Пополнение,9849.11,USD
TX01731,280,2024-04-13 04:32:58,Пополнение,5859.29,EUR
TX01732,44,2024-02-20 05:43:01,Покупка,9282.43,EUR
TX01733,129,2024-02-01 09:09:15,Перевод,2222.93,UZS
TX01734,273,2024-04-11 18:38:24,Перевод,6836.32,RUB
TX01735,26,2024-01-23 04:05:33,Покупка,9782.74,USD
TX01736,281,2024-05-18 17:23:42,Пополнение,3365.47,USD
TX01737,26,2024-03-07 17:05:57,Комиссия,3093.06,UZS
TX01738,123,2024-02-18 07:01:54,Снятие,235.58,USD
TX01739,156,2024-01-15 04:50:43,Покупка,3427.06,USD
TX01740,159,2024-03-07 09:24:30,Комиссия,3007.69,UZS
TX01741,249,2024-01-12 10:46:16,Покупка,6800.41,UZS
TX01742,196,2024-05-26 02:22:39,Пополнение,3518.01,UZS
TX01743,157,2024-04-26 07:37:17,Пополнение,4598.27,UZS
TX01744,8,2024-01-02 13:07:57,Покупка,1426.3,EUR
TX01745,46,2024-01-08 07:11:10,Пополнение,6555.43,USD
TX01746,67,2024-06-15 20:44:15,Покупка,5630.06,RUB
TX01747,22,2024-04-06 01:35:26,Покупка,7955.12,USD
TX01748,273,2024-02-11 05:26:10,Покупка,2979.17,RUB
TX01749,262,2024-02-27 01:36:38,Комиссия,1280.16,UZS
TX01750,156,2024-06-10 05:52:18,Перевод,3225.77,RUB
TX01751,99,2024-01-10 16:47:19,Покупка,8375.39,USD
TX01752,299,2024-01-08 11:20:42,Покупка,3468.7,RUB
TX01753,195,2024-06-09 17:29:25,Покупка,4509.9,UZS
TX01754,141,2024-02-17 02:50:23,Снятие,9231.35,USD
TX01755,149,2024-06-14 07:01:23,Снятие,5248.97,EUR
TX01756,78,2024-01-22 23:21:50,Снятие,7730.21,RUB
TX01757,66,2024-05-09 15:00:20,Снятие,9113.38,USD
TX01758,153,2024-02-10 00:06:13,Комиссия,6245.78,EUR
TX01759,6,2024-01-25 13:13:28,Покупка,5710.7,EUR
TX01760,82,2024-06-02 08:22:01,Комиссия,5059.31,USD
TX01761,43,2024-03-15 10:48:57,Комиссия,2614.8,USD
TX01762,222,2024-02-12 22:52:17,Покупка,4807.11,RUB
TX01763,174,2024-06-18 19:08:06,Снятие,2606.16,UZS
TX01764,190,2024-05-15 16:22:15,Комиссия,7787.72,USD
TX01765,157,2024-01-10 16:52:17,Комиссия,6437.88,UZS
TX01766,246,2024-01-16 05:56:50,Покупка,9169.23,UZS
TX01767,187,2024-02-15 14:17:36,Покупка,8976.27,RUB
TX01768,289,2024-02-02 22:39:32,Комиссия,8260.98,USD
TX01769,188,2024-02-05 05:12:57,Перевод,6359.8,RUB
TX01770,108,2024-04-01 07:22:31,Пополнение,6622.21,EUR
TX01771,201,2024-02-13 00:10:45,Покупка,9102.03,RUB
TX01772,23,2024-04-26 22:21:32,Перевод,6688.73,UZS
TX01773,173,2024-04-14 22:45:39,Снятие,5769.62,RUB
TX01774,236,2024-05-27 12:45:29,Перевод,2279.23,UZS
TX01775,168,2024-02-10 06:35:57,Пополнение,7281.16,RUB
TX01776,258,2024-05-29 18:00:51,Перевод,4196.7,USD
TX01777,7,2024-06-09 07:06:21,Покупка,9128.73,RUB
TX01778,237,2024-04-19 07:57:20,Перевод,3752.05,USD
TX01779,40,2024-05-16 17:56:29,Комиссия,8534.75,UZS
TX01780,11,2024-04-16 21:18:30,Покупка,2670.28,USD
