Дата,Компания,Продукт,Цена (сум),Количество,Возврат
2024-07-30,Pure Milky,"Сметана 350 гр, 20%",17490,1,0
2024-07-30,Pure Milky,"Сметана 350 гр, 20%",17490,1,0
2024-07-30,Dobroe,"Сметана 400 гр, 15%",19990,1,0
2024-07-30,Best,"Сметана 400 гр, 20%",12590,1,0
2024-07-30,Best,Творожная паста 200 гр,6990,1,0
2024-07-30,Mezon,"Сметана 400 гр, 20%",9790,1,0
2024-07-30,Pure Milky,"Кефир 920 мл, 2.5%",15390,1,0
2024-07-30,Rash Milk,"Сметана 400 гр, 15%",13790,1,0
2024-07-30,Best,Творожная паста 200 гр,6990,1,0
2024-07-30,Kamilka,"Каймак 200 гр, 45%",15390,1,0
2024-07-30,Best,"Каймак 200 гр, 50%",8990,1,0
2024-07-30,Dobroe,"Каймак 400 гр, 35%",27990,1,0
2024-07-30,Kamilka,"Каймак 400 гр, 45%",28290,1,0
2024-07-30,Best,"Кефир 500 мл, 2.5%",8990,1,0
2024-07-30,Kamilka,"Кефир 450 гр, 3.2%",8590,1,0
2024-07-30,Dobroe,"Каймак 400 гр, 35%",27990,1,0
2024-07-30,Mezon,"Сметана 200 гр, 20%",5490,1,0
2024-07-30,Best,"Каймак 200 гр, 50%",8990,1,0
2024-07-30,Best,"Каймак 400 гр, 50%",12990,1,0
2024-07-30,Best,"Кефир 1 л, 2.5%",10900,1,0
2024-07-30,Dobroe,"Каймак 400 гр, 35%",27990,1,0
2024-07-30,Pure Milky,"Кефир 920 мл, 2.5%",15390,1,0
2024-07-30,Pure Milky,"Кефир 920 мл, 2.5%",15390,1,0
2024-07-30,Rash Milk,"Сметана 400 гр, 15%",13790,1,0
2024-07-30,Pure Milky,"Сметана 180 гр, 20%",11490,1,0
2024-07-30,Kamilka,"Сметана 200 гр, 20%",11990,1,0
2024-07-30,Pure Milky,"Каймак 180 гр, 45%",13990,1,0
2024-07-30,Kamilka,"Каймак 400 гр, 45%",28290,1,0
2024-07-30,Best,"Сметана 400 гр, 20%",12590,1,0
2024-07-30,Mezon,"Каймак 400 гр, 45%",12590,1,0
2024-07-30,Pure Milky,"Кефир 920 мл, 3.2%",15590,1,0
2024-07-30,Dobroe,"Катык 1750 гр, 3.5%",19990,1,0
2024-07-30,Dobroe,"Катык 1750 гр, 3.5%",19990,1,0
2024-07-30,Best,"Каймак 400 гр, 50%",12990,1,0
2024-07-30,Pure Milky,"Каймак 180 гр, 45%",13990,1,0
2024-07-30,Mezon,"Сметана 400 гр, 20%",9790,1,0
2024-07-30,Kamilka,"Кефир 450 гр, 3.2%",8590,1,0
2024-07-30,Best,"Каймак 200 гр, 50%",8990,1,0
2024-07-30,Mezon,"Каймак 400 гр, 45%",12590,1,0
2024-07-31,Best,"Сметана 200 гр, 20%",8390,1,0
2024-07-31,Kamilka,"Каймак 200 гр, 45%",15390,1,0
2024-07-31,Best,"Кефир 1 л, 2.5%",10900,1,0
2024-07-31,Pure Milky,"Сметана 350 гр, 20%",17490,1,0
2024-07-31,Mezon,"Сметана 200 гр, 20%",5490,1,0
2024-07-31,Mezon,"Каймак 200 гр, 45%",6890,1,0
2024-07-31,Rash Milk,"Сметана 400 гр, 15%",13790,1,0
2024-07-31,Best,"Каймак 400 гр, 50%",12990,1,0
2024-07-31,Rash Milk,"Сметана 400 гр, 10%",7490,1,0
2024-07-31,Kamilka,"Сметана 400 гр, 20%",20590,1,0
2024-07-31,Kamilka,"Кефир 450 гр, 3.2%",8590,1,0
2024-07-31,Best,"Каймак 400 гр, 50%",12990,1,0
2024-07-31,Dobroe,"Катык 1750 гр, 3.5%",19990,1,1
2024-07-31,Best,"Каймак 400 гр, 50%",12990,1,0
2024-07-31,Rash Milk,"Сметана 400 гр, 20%",14990,1,0
2024-07-31,Dobroe,"Каймак 400 гр, 35%",27990,1,0
2024-07-31,Dobroe,"Катык 1750 гр, 3.5%",19990,1,0
2024-07-31,Best,"Кефир 500 мл, 2.5%",8990,1,0
2024-07-31,Pure Milky,"Сметана 350 гр, 20%",17490,1,0
2024-07-31,Kamilka,"Каймак 400 гр, 45%",28290,1,0
2024-07-31,Kamilka,"Катык 900 гр, 3%",15390,1,0
2024-07-31,Mezon,"Кефир 0.5 л, 2.5%",5990,1,0
2024-07-31,Kamilka,"Творожная паста 200 гр, 5%",12990,1,0
2024-07-31,Rash Milk,"Сметана 400 гр, 15%",13790,1,0
2024-07-31,Best,"Каймак 400 гр, 50%",12990,1,0
2024-07-31,Kamilka,"Каймак 200 гр, 45%",15390,1,0
2024-07-31,Kamilka,"Сметана 200 гр, 20%",11990,1,0
2024-07-31,Pure Milky,"Кефир 920 мл, 1%",13590,1,0
2024-07-31,Best,"Каймак 400 гр, 50%",12990,1,0
2024-07-31,Pure Milky,"Кефир 920 мл, 1%",13590,1,0
2024-07-31,Pure Milky,"Сметана 180 гр, 20%",11490,1,1
2024-07-31,Best,"Кефир 500 мл, 2.5%",8990,1,0
2024-07-31,Best,"Каймак 200 гр, 50%",8990,1,0
2024-07-31,Pure Milky,"Сметана 180 гр, 20%",11490,1,0
2024-07-31,Kamilka,"Катык 900 гр, 3%",15390,1,0
2024-07-31,Best,"Кефир 1 л, 2.5%",10900,1,0
2024-07-31,Rash Milk,"Сметана 400 гр, 15%",13790,1,0
2024-07-31,Dobroe,"Катык 1750 гр, 3.5%",19990,1,0
2024-07-31,Pure Milky,"Сметана 180 гр, 20%",11490,1,0
2024-07-31,Kamilka,"Творожная паста 200 гр, 5%",12990,1,0
2024-07-31,Best,"Сметана 200 гр, 20%",8390,1,0
2024-07-31,Pure Milky,"Каймак 350 гр, 45%",26490,1,0
2024-07-31,Pure Milky,"Сметана 180 гр, 20%",11490,1,0
2024-07-31,Pure Milky,"Кефир 920 мл, 2.5%",15390,1,0
2024-07-31,Rash Milk,"Сметана 400 гр, 15%",13790,1,0
2024-07-31,Kamilka,"Сметана 400 гр, 20%",20590,1,0
2024-07-31,Kamilka,"Творожная паста 200 гр, 5%",12990,1,0
2024-07-31,Kamilka,"Сметана 200 гр, 20%",11990,1,0
2024-07-31,Best,"Кефир 1 л, 2.5%",10900,1,0
2024-07-31,Kamilka,"Катык 900 гр, 3%",15390,1,0
2024-07-31,Kamilka,"Кефир 450 гр, 3.2%",8590,1,0
2024-07-31,Pure Milky,"Кефир 920 мл, 1%",13590,1,0
2024-07-31,Rash Milk,"Сметана 400 гр, 15%",13790,1,0
2024-07-31,Pure Milky,"Сметана 180 гр, 20%",11490,1,0
2024-07-31,Mezon,"Сметана 200 гр, 20%",5490,1,0
2024-07-31,Best,"Кефир 1 л, 2.5%",10900,1,0
2024-07-31,Kamilka,"Катык 900 гр, 3%",15390,1,0
2024-07-31,Best,"Сметана 200 гр, 20%",8390,1,0
2024-07-31,Mezon,"Сметана 400 гр, 20%",9790,1,0
2024-07-31,Best,"Каймак 200 гр, 50%",8990,1,0
2024-07-31,Dobroe,"Каймак 400 гр, 35%",27990,1,0
2024-07-31,Best,"Сметана 400 гр, 20%",12590,1,0
2024-07-31,Mezon,"Сметана 200 гр, 20%",5490,1,0
2024-07-31,Kamilka,"Кефир 450 гр, 3.2%",8590,1,0
2024-07-31,Kamilka,"Катык 900 гр, 3%",15390,1,0
2024-07-31,Mezon,"Каймак 200 гр, 45%",6890,1,0
2024-07-31,Pure Milky,"Кефир 920 мл, 1%",13590,1,0
2024-07-31,Best,"Сметана 200 гр, 20%",8390,1,0
2024-07-31,Mezon,"Каймак 200 гр, 45%",6890,1,0
2024-07-31,Kamilka,"Катык 900 гр, 3%",15390,1,0
2024-07-31,Mezon,"Кефир 0.5 л, 2.5%",5990,1,0
2024-07-31,Best,"Сметана 400 гр, 20%",12590,1,0
2024-07-31,Dobroe,"Сметана 400 гр, 15%",19990,1,0
2024-07-31,Best,Творожная паста 200 гр,6990,1,0
2024-07-31,Best,"Сметана 200 гр, 20%",8390,1,0
2024-07-31,Mezon,"Сметана 200 гр, 20%",5490,1,0
2024-07-31,Mezon,"Сметана 400 гр, 20%",9790,1,0
2024-07-31,Kamilka,"Катык 900 гр, 3%",15390,1,0
2024-07-31,Kamilka,"Каймак 200 гр, 45%",15390,1,0
2024-07-31,Pure Milky,"Сметана 180 гр, 20%",11490,1,0
2024-07-31,Kamilka,"Творожная паста 200 гр, 5%",12990,1,0
2024-07-31,Best,"Каймак 200 гр, 50%",8990,1,0
2024-07-31,Pure Milky,"Сметана 180 гр, 20%",11490,1,0
2024-07-31,Dobroe,"Кефир 1 л, 1%",14590,1,0
2024-07-31,Kamilka,"Каймак 200 гр, 45%",15390,1,0
2024-07-31,Kamilka,"Каймак 200 гр, 45%",15390,1,0
2024-07-31,Best,"Каймак 200 гр, 50%",8990,1,0
2024-07-31,Dobroe,"Каймак 400 гр, 35%",27990,1,0
2024-07-31,Pure Milky,"Каймак 180 гр, 45%",13990,1,0
2024-07-31,Pure Milky,"Кефир 920 мл, 3.2%",15590,1,0
2024-07-31,Mezon,"Каймак 400 гр, 45%",12590,1,0
2024-07-31,Best,"Кефир 500 мл, 2.5%",8990,1,0
2024-07-31,Mezon,"Каймак 200 гр, 45%",6890,1,0
2024-07-31,Best,"Сметана 200 гр, 20%",8390,1,0
2024-07-31,Kamilka,"Кефир 450 гр, 3.2%",8590,1,0
2024-07-31,Kamilka,"Сметана 200 гр, 20%",11990,1,0
2024-07-31,Best,"Каймак 200 гр, 50%",8990,1,0
2024-07-31,Kamilka,"Катык 900 гр, 3%",15390,1,0
2024-07-31,Pure Milky,"Кефир 920 мл, 2.5%",15390,1,0
2024-07-31,Mezon,"Сметана 400 гр, 20%",9790,1,0
2024-07-31,Mezon,"Сметана 200 гр, 20%",5490,1,0
2024-07-31,Mezon,"Каймак 200 гр, 45%",6890,1,0
2024-07-31,Pure Milky,"Кефир 920 мл, 2.5%",15390,1,0
2024-07-31,Mezon,"Кефир 0.5 л, 2.5%",5990,1,0
2024-07-31,Kamilka,"Катык 900 гр, 3%",15390,1,0
2024-07-31,Best,"Кефир 500 мл, 2.5%",8990,1,1
2024-07-31,Pure Milky,"Каймак 350 гр, 45%",26490,1,0
2024-07-31,Rash Milk,"Сметана 400 гр, 10%",7490,1,0
2024-07-31,Dobroe,"Сметана 400 гр, 15%",19990,1,0
2024-07-31,Mezon,"Кефир 0.5 л, 2.5%",5990,1,0
2024-07-31,Pure Milky,"Кефир 920 мл, 1%",13590,1,0
2024-07-31,Pure Milky,"Сметана 350 гр, 20%",17490,1,0
2024-07-31,Kamilka,"Творожная паста 200 гр, 5%",12990,1,0
2024-07-31,Rash Milk,"Сметана 400 гр, 20%",14990,1,0
2024-07-31,Pure Milky,"Кефир 920 мл, 1%",13590,1,0
2024-07-31,Mezon,"Кефир 0.5 л, 2.5%",5990,1,0
2024-07-31,Pure Milky,"Каймак 350 гр, 45%",26490,1,0
2024-07-31,Pure Milky,"Кефир 920 мл, 2.5%",15390,1,0
2024-07-31,Pure Milky,"Каймак 350 гр, 45%",26490,1,0
2024-07-31,Best,"Кефир 1 л, 2.5%",10900,1,0
2024-07-31,Rash Milk,"Сметана 400 гр, 15%",13790,1,0
2024-07-31,Mezon,"Каймак 400 гр, 45%",12590,1,0
2024-07-31,Pure Milky,"Кефир 920 мл, 3.2%",15590,1,0
2024-07-31,Rash Milk,"Сметана 400 гр, 15%",13790,1,0
2024-07-31,Best,"Кефир 500 мл, 2.5%",8990,1,0
2024-07-31,Pure Milky,"Кефир 920 мл, 3.2%",15590,1,0
2024-07-31,Best,"Кефир 1 л, 2.5%",10900,1,0
2024-07-31,Kamilka,"Сметана 200 гр, 20%",11990,1,0
2024-07-31,Dobroe,"Каймак 400 гр, 35%",27990,1,0
2024-07-31,Rash Milk,"Сметана 400 гр, 15%",13790,1,0
2024-07-31,Kamilka,"Кефир 450 гр, 3.2%",8590,1,0
2024-07-31,Mezon,"Каймак 200 гр, 45%",6890,1,0
2024-07-31,Pure Milky,"Кефир 920 мл, 3.2%",15590,1,0
2024-07-31,Pure Milky,"Кефир 920 мл, 1%",13590,1,0
2024-07-31,Best,"Сметана 400 гр, 20%",12590,1,0
2024-07-31,Pure Milky,"Кефир 920 мл, 1%",13590,1,0
2024-07-31,Best,"Каймак 200 гр, 50%",8990,1,0
2024-07-31,Mezon,"Каймак 200 гр, 45%",6890,1,0
2024-07-31,Kamilka,"Катык 900 гр, 3%",15390,1,0
2024-07-31,Pure Milky,"Каймак 180 гр, 45%",13990,1,0
2024-07-31,Dobroe,"Каймак 400 гр, 35%",27990,1,0
2024-07-31,Mezon,"Сметана 400 гр, 20%",9790,1,0
2024-07-31,Kamilka,"Сметана 200 гр, 20%",11990,1,0
2024-07-31,Kamilka,"Каймак 200 гр, 45%",15390,1,0
2024-07-31,Kamilka,"Каймак 200 гр, 45%",15390,1,0
2024-07-31,Rash Milk,"Сметана 400 гр, 20%",14990,1,0
2024-07-31,Kamilka,"Кефир 450 гр, 3.2%",8590,1,0
2024-07-31,Pure Milky,"Каймак 350 гр, 45%",26490,1,0
2024-07-31,Kamilka,"Сметана 400 гр, 20%",20590,1,0
2024-07-31,Mezon,"Сметана 200 гр, 20%",5490,1,0
2024-07-31,Best,"Сметана 400 гр, 20%",12590,1,0
2024-07-31,Kamilka,"Сметана 400 гр, 20%",20590,1,0
2024-07-31,Pure Milky,"Сметана 180 гр, 20%",11490,1,0
2024-07-31,Pure Milky,"Сметана 180 гр, 20%",11490,1,0
2024-07-31,Best,"Сметана 400 гр, 20%",12590,1,0
2024-07-31,Pure Milky,"Кефир 920 мл, 1%",13590,1,0
2024-07-31,Mezon,"Сметана 400 гр, 20%",9790,1,0
2024-07-31,Best,"Сметана 200 гр, 20%",8390,1,0
2024-07-31,Pure Milky,"Кефир 920 мл, 2.5%",15390,1,0
2024-07-31,Dobroe,"Катык 1750 гр, 3.5%",19990,1,0
2024-07-31,Pure Milky,"Сметана 350 гр, 20%",17490,1,0
2024-07-31,Best,"Сметана 400 гр, 20%",12590,1,0
2024-07-31,Dobroe,"Каймак 400 гр, 35%",27990,1,0
2024-07-31,Dobroe,"Катык 1750 гр, 3.5%",19990,1,0
2024-07-31,Kamilka,"Сметана 400 гр, 20%",20590,1,0
2024-07-31,Pure Milky,"Кефир 920 мл, 1%",13590,1,0
2024-07-31,Kamilka,"Сметана 200 гр, 20%",11990,1,0
2024-08-01,Kamilka,"Катык 900 гр, 3%",15390,1,0
2024-08-01,Dobroe,"Кефир 1 л, 1%",14590,1,0
2024-08-01,Mezon,"Сметана 200 гр, 20%",5490,1,0
2024-08-01,Dobroe,"Сметана 400 гр, 15%",19990,1,0
2024-08-01,Mezon,"Кефир 0.5 л, 2.5%",5990,1,0
2024-08-01,Kamilka,"Каймак 200 гр, 45%",15390,1,0
2024-08-01,Mezon,"Каймак 200 гр, 45%",6890,1,0
2024-08-01,Dobroe,"Каймак 400 гр, 35%",27990,1,0
2024-08-01,Kamilka,"Каймак 400 гр, 45%",28290,1,0
2024-08-01,Best,"Кефир 500 мл, 2.5%",8990,1,0
2024-08-01,Kamilka,"Каймак 400 гр, 45%",28290,1,0
2024-08-01,Pure Milky,"Сметана 350 гр, 20%",17490,1,0
2024-08-01,Rash Milk,"Сметана 400 гр, 20%",14990,1,0
2024-08-01,Mezon,"Сметана 400 гр, 20%",9790,1,0
2024-08-01,Pure Milky,"Сметана 350 гр, 20%",17490,1,0
2024-08-01,Best,"Кефир 1 л, 2.5%",10900,1,0
2024-08-01,Kamilka,"Сметана 400 гр, 20%",20590,1,0
2024-08-01,Kamilka,"Каймак 400 гр, 45%",28290,1,0
2024-08-01,Pure Milky,"Каймак 180 гр, 45%",13990,1,0
2024-08-01,Pure Milky,"Сметана 180 гр, 20%",11490,1,0
2024-08-01,Kamilka,"Творожная паста 200 гр, 5%",12990,1,0
2024-08-01,Best,"Сметана 200 гр, 20%",8390,1,0
2024-08-01,Mezon,"Сметана 400 гр, 20%",9790,1,0
2024-08-01,Pure Milky,"Каймак 350 гр, 45%",26490,1,0
2024-08-01,Rash Milk,"Сметана 400 гр, 20%",14990,1,0
2024-08-01,Kamilka,"Сметана 200 гр, 20%",11990,1,0
2024-08-01,Kamilka,"Катык 900 гр, 3%",15390,1,0
2024-08-01,Pure Milky,"Кефир 920 мл, 1%",13590,1,0
2024-08-01,Mezon,"Кефир 0.5 л, 2.5%",5990,1,0
2024-08-01,Mezon,"Кефир 0.5 л, 2.5%",5990,1,0
2024-08-01,Mezon,"Каймак 400 гр, 45%",12590,1,0
2024-08-01,Pure Milky,"Сметана 350 гр, 20%",17490,1,0
2024-08-01,Rash Milk,"Сметана 400 гр, 20%",14990,1,0
2024-08-01,Mezon,"Кефир 1 л, 2.5%",10490,1,0
2024-08-01,Best,"Сметана 400 гр, 20%",12590,1,0
2024-08-01,Kamilka,"Кефир 450 гр, 3.2%",8590,1,0
2024-08-01,Dobroe,"Катык 1750 гр, 3.5%",19990,1,0
2024-08-01,Pure Milky,"Каймак 180 гр, 45%",13990,1,0
2024-08-01,Kamilka,"Каймак 400 гр, 45%",28290,1,0
2024-08-01,Best,"Сметана 400 гр, 20%",12590,1,0
2024-08-01,Mezon,"Каймак 400 гр, 45%",12590,1,0
2024-08-01,Pure Milky,"Кефир 920 мл, 3.2%",15590,1,0
2024-08-01,Best,"Каймак 400 гр, 50%",12990,1,0
2024-08-01,Best,"Сметана 200 гр, 20%",8390,1,0
2024-08-01,Best,"Кефир 1 л, 2.5%",10900,1,0
2024-08-01,Mezon,"Сметана 400 гр, 20%",9790,1,0
2024-08-01,Pure Milky,"Кефир 920 мл, 1%",13590,1,0
2024-08-01,Kamilka,"Каймак 400 гр, 45%",28290,1,0
2024-08-01,Mezon,"Сметана 400 гр, 20%",9790,1,0
2024-08-01,Kamilka,"Катык 900 гр, 3%",15390,1,0
2024-08-01,Kamilka,"Сметана 200 гр, 20%",11990,1,0
2024-08-01,Kamilka,"Творожная паста 200 гр, 5%",12990,1,0
2024-08-01,Pure Milky,"Кефир 920 мл, 1%",13590,1,0
2024-08-01,Best,"Сметана 400 гр, 20%",12590,1,0
2024-08-01,Pure Milky,"Кефир 920 мл, 1%",13590,1,0
2024-08-01,Best,Творожная паста 200 гр,6990,1,0
2024-08-01,Kamilka,"Каймак 400 гр, 45%",28290,1,0
2024-08-01,Pure Milky,"Кефир 920 мл, 2.5%",15390,1,0
2024-08-01,Rash Milk,"Сметана 400 гр, 20%",14990,1,0
2024-08-01,Mezon,"Кефир 1 л, 2.5%",10490,1,0
2024-08-01,Mezon,"Сметана 200 гр, 20%",5490,1,0
2024-08-01,Pure Milky,"Каймак 180 гр, 45%",13990,1,0
2024-08-01,Best,"Каймак 400 гр, 50%",12990,1,0
2024-08-01,Best,Творожная паста 200 гр,6990,1,0
2024-08-01,Best,"Каймак 400 гр, 50%",12990,1,0
2024-08-01,Pure Milky,"Кефир 920 мл, 3.2%",15590,1,0
2024-08-01,Kamilka,"Катык 900 гр, 3%",15390,1,0
2024-08-01,Kamilka,"Сметана 400 гр, 20%",20590,1,0
2024-08-01,Pure Milky,"Кефир 920 мл, 1%",13590,1,0
2024-08-01,Kamilka,"Катык 900 гр, 3%",15390,1,0
2024-08-01,Mezon,"Каймак 200 гр, 45%",6890,1,0
2024-08-01,Best,"Кефир 500 мл, 2.5%",8990,1,0
2024-08-01,Kamilka,"Сметана 200 гр, 20%",11990,1,0
2024-08-01,Best,Творожная паста 200 гр,6990,1,0
2024-08-01,Best,"Сметана 400 гр, 20%",12590,1,0
2024-08-01,Dobroe,"Каймак 400 гр, 35%",27990,1,0
2024-08-01,Dobroe,"Каймак 400 гр, 35%",27990,1,0
2024-08-01,Best,"Сметана 200 гр, 20%",8390,1,0
2024-08-01,Dobroe,"Каймак 400 гр, 35%",27990,1,0
2024-08-01,Dobroe,"Катык 1750 гр, 3.5%",19990,1,0
2024-08-01,Pure Milky,"Каймак 180 гр, 45%",13990,1,0
2024-08-01,Pure Milky,"Кефир 920 мл, 1%",13590,1,0
2024-08-01,Pure Milky,"Сметана 180 гр, 20%",11490,1,0
2024-08-01,Best,"Кефир 1 л, 2.5%",10900,1,0
2024-08-01,Best,"Кефир 1 л, 2.5%",10900,1,0
2024-08-01,Rash Milk,"Сметана 400 гр, 20%",14990,1,0
2024-08-01,Dobroe,"Сметана 400 гр, 15%",19990,1,0
2024-08-01,Dobroe,"Кефир 1 л, 1%",14590,1,0
2024-08-01,Rash Milk,"Сметана 400 гр, 10%",7490,1,0
2024-08-01,Pure Milky,"Каймак 180 гр, 45%",13990,1,1
2024-08-01,Dobroe,"Катык 1750 гр, 3.5%",19990,1,0
2024-08-01,Mezon,"Сметана 400 гр, 20%",9790,1,0
2024-08-01,Kamilka,"Сметана 400 гр, 20%",20590,1,0
2024-08-01,Rash Milk,"Сметана 400 гр, 15%",13790,1,0
2024-08-01,Kamilka,"Кефир 450 гр, 3.2%",8590,1,0
2024-08-01,Pure Milky,"Кефир 920 мл, 1%",13590,1,0
2024-08-01,Pure Milky,"Кефир 920 мл, 2.5%",15390,1,0
2024-08-01,Best,"Сметана 200 гр, 20%",8390,1,0
2024-08-01,Kamilka,"Творожная паста 200 гр, 5%",12990,1,0
2024-08-01,Kamilka,"Кефир 450 гр, 3.2%",8590,1,0
2024-08-01,Mezon,"Кефир 1 л, 2.5%",10490,1,0
2024-08-01,Mezon,"Каймак 400 гр, 45%",12590,1,0
2024-08-01,Mezon,"Сметана 200 гр, 20%",5490,1,0
2024-08-01,Pure Milky,"Каймак 350 гр, 45%",26490,1,0
2024-08-01,Best,"Кефир 1 л, 2.5%",10900,1,0
2024-08-01,Kamilka,"Каймак 200 гр, 45%",15390,1,0
2024-08-01,Kamilka,"Кефир 450 гр, 3.2%",8590,1,0
2024-08-01,Kamilka,"Сметана 400 гр, 20%",20590,1,0
2024-08-01,Best,"Кефир 500 мл, 2.5%",8990,1,0
2024-08-01,Mezon,"Сметана 200 гр, 20%",5490,1,0
2024-08-01,Rash Milk,"Сметана 400 гр, 10%",7490,1,0
2024-08-01,Pure Milky,"Кефир 920 мл, 3.2%",15590,1,0
2024-08-01,Mezon,"Сметана 200 гр, 20%",5490,1,0
2024-08-01,Dobroe,"Сметана 400 гр, 15%",19990,1,0
2024-08-01,Pure Milky,"Кефир 920 мл, 3.2%",15590,1,0
2024-08-01,Dobroe,"Катык 1750 гр, 3.5%",19990,1,0
2024-08-01,Mezon,"Сметана 200 гр, 20%",5490,1,0
2024-08-01,Mezon,"Сметана 200 гр, 20%",5490,1,0
2024-08-01,Best,Творожная паста 200 гр,6990,1,0
2024-08-01,Best,"Кефир 500 мл, 2.5%",8990,1,0
2024-08-01,Dobroe,"Сметана 400 гр, 15%",19990,1,0
2024-08-01,Best,"Сметана 400 гр, 20%",12590,1,0
2024-08-01,Dobroe,"Каймак 400 гр, 35%",27990,1,0
2024-08-01,Pure Milky,"Кефир 920 мл, 2.5%",15390,1,0
2024-08-01,Kamilka,"Катык 900 гр, 3%",15390,1,0
2024-08-01,Kamilka,"Кефир 450 гр, 3.2%",8590,1,0
2024-08-01,Best,Творожная паста 200 гр,6990,1,0
2024-08-01,Kamilka,"Творожная паста 200 гр, 5%",12990,1,0
2024-08-01,Mezon,"Кефир 1 л, 2.5%",10490,1,0
2024-08-01,Kamilka,"Кефир 450 гр, 3.2%",8590,1,0
2024-08-01,Rash Milk,"Сметана 400 гр, 10%",7490,1,0
2024-08-01,Pure Milky,"Сметана 350 гр, 20%",17490,1,0
2024-08-01,Best,"Сметана 200 гр, 20%",8390,1,0
2024-08-01,Best,"Сметана 200 гр, 20%",8390,1,0
2024-08-01,Kamilka,"Сметана 400 гр, 20%",20590,1,0
2024-08-01,Dobroe,"Каймак 400 гр, 35%",27990,1,0
2024-08-01,Pure Milky,"Каймак 180 гр, 45%",13990,1,0
2024-08-01,Rash Milk,"Сметана 400 гр, 15%",13790,1,0
2024-08-01,Rash Milk,"Сметана 400 гр, 15%",13790,1,0
2024-08-01,Pure Milky,"Сметана 350 гр, 20%",17490,1,0
2024-08-01,Kamilka,"Каймак 200 гр, 45%",15390,1,0
2024-08-01,Pure Milky,"Каймак 180 гр, 45%",13990,1,0
2024-08-01,Dobroe,"Кефир 1 л, 1%",14590,1,0
2024-08-01,Rash Milk,"Сметана 400 гр, 20%",14990,1,0
2024-08-01,Best,"Сметана 200 гр, 20%",8390,1,0
2024-08-01,Pure Milky,"Сметана 180 гр, 20%",11490,1,0
2024-08-01,Best,"Кефир 500 мл, 2.5%",8990,1,0
2024-08-01,Best,"Каймак 400 гр, 50%",12990,1,0
2024-08-01,Kamilka,"Сметана 400 гр, 20%",20590,1,0
2024-08-01,Pure Milky,"Сметана 180 гр, 20%",11490,1,0
2024-08-01,Pure Milky,"Сметана 180 гр, 20%",11490,1,0
2024-08-01,Pure Milky,"Кефир 920 мл, 1%",13590,1,0
2024-08-01,Mezon,"Кефир 0.5 л, 2.5%",5990,1,1
2024-08-01,Pure Milky,"Кефир 920 мл, 2.5%",15390,1,0
2024-08-01,Pure Milky,"Кефир 920 мл, 3.2%",15590,1,0
2024-08-01,Pure Milky,"Кефир 920 мл, 3.2%",15590,1,0
2024-08-01,Best,"Сметана 400 гр, 20%",12590,1,0
2024-08-01,Pure Milky,"Каймак 350 гр, 45%",26490,1,0
2024-08-01,Pure Milky,"Каймак 180 гр, 45%",13990,1,1
2024-08-01,Pure Milky,"Кефир 920 мл, 1%",13590,1,0
2024-08-01,Dobroe,"Сметана 400 гр, 15%",19990,1,0
2024-08-01,Pure Milky,"Каймак 350 гр, 45%",26490,1,0
2024-08-01,Rash Milk,"Сметана 400 гр, 10%",7490,1,0
2024-08-01,Kamilka,"Катык 900 гр, 3%",15390,1,0
2024-08-01,Dobroe,"Сметана 400 гр, 15%",19990,1,0
2024-08-01,Pure Milky,"Каймак 180 гр, 45%",13990,1,0
2024-08-01,Kamilka,"Каймак 400 гр, 45%",28290,1,0
2024-08-01,Kamilka,"Каймак 400 гр, 45%",28290,1,0
2024-08-01,Dobroe,"Катык 1750 гр, 3.5%",19990,1,0
2024-08-02,Mezon,"Сметана 200 гр, 20%",5490,1,0
2024-08-02,Pure Milky,"Каймак 350 гр, 45%",26490,1,0
2024-08-02,Dobroe,"Катык 1750 гр, 3.5%",19990,1,0
2024-08-02,Kamilka,"Каймак 400 гр, 45%",28290,1,0
2024-08-02,Kamilka,"Сметана 200 гр, 20%",11990,1,0
2024-08-02,Rash Milk,"Сметана 400 гр, 15%",13790,1,0
2024-08-02,Dobroe,"Катык 1750 гр, 3.5%",19990,1,0
2024-08-02,Pure Milky,"Кефир 920 мл, 3.2%",15590,1,0
2024-08-02,Kamilka,"Каймак 200 гр, 45%",15390,1,0
2024-08-02,Best,"Кефир 500 мл, 2.5%",8990,1,0
2024-08-02,Kamilka,"Каймак 400 гр, 45%",28290,1,0
2024-08-02,Best,"Кефир 1 л, 2.5%",10900,1,0
2024-08-02,Best,"Каймак 400 гр, 50%",12990,1,0
2024-08-02,Kamilka,"Сметана 400 гр, 20%",20590,1,0
2024-08-02,Mezon,"Каймак 200 гр, 45%",6890,1,0
2024-08-02,Pure Milky,"Каймак 350 гр, 45%",26490,1,0
2024-08-02,Dobroe,"Кефир 1 л, 1%",14590,1,0
2024-08-02,Pure Milky,"Кефир 920 мл, 3.2%",15590,1,0
2024-08-02,Kamilka,"Сметана 200 гр, 20%",11990,1,0
2024-08-02,Kamilka,"Творожная паста 200 гр, 5%",12990,1,0
2024-08-02,Mezon,"Сметана 400 гр, 20%",9790,1,0
2024-08-02,Best,"Сметана 400 гр, 20%",12590,1,0
2024-08-02,Pure Milky,"Сметана 350 гр, 20%",17490,1,0
2024-08-02,Dobroe,"Сметана 400 гр, 15%",19990,1,0
2024-08-02,Kamilka,"Кефир 450 гр, 3.2%",8590,1,0
