transaction_id,user_id,transaction_date,transaction_type,amount,route_type,fee_amount
57084,1639,2024-08-13,p2p_transfer,83589.63,via_salom,0.0
57085,7502,2025-05-06,p2p_transfer,356921.3,direct,7102.73
57086,4382,2025-01-30,payment,128747.15,direct,0.0
57087,7936,2024-10-19,p2p_transfer,502856.85,direct,10006.85
57088,3661,2024-03-30,payment,404722.72,direct,0.0
57089,740,2025-11-17,p2p_transfer,61445.2,direct,1222.76
57090,8921,2024-03-15,p2p_transfer,252056.73,direct,5015.93
57091,4051,2025-12-02,credit_payment,297556.87,direct,0.0
57092,4901,2024-04-11,p2p_transfer,177782.42,direct,3537.87
57093,7623,2024-04-14,credit_payment,51060.54,direct,0.0
57094,3944,2025-03-07,credit_payment,174022.62,direct,0.0
57095,8297,2024-01-11,cash_withdrawal,163519.81,direct,0.0
57096,5147,2025-08-12,p2p_transfer,146104.83,direct,2907.49
57097,790,2025-07-16,cash_withdrawal,31243.9,direct,0.0
57098,9205,2024-06-09,payment,7410.79,direct,0.0
57099,2087,2024-03-30,cash_withdrawal,1532331.13,direct,0.0
57100,8309,2025-11-01,p2p_transfer,19825.57,direct,394.53
57101,9288,2025-11-04,payment,1017213.74,direct,0.0
57102,352,2024-06-21,p2p_transfer,471386.24,via_salom,0.0
57103,6574,2025-11-30,payment,114297.27,direct,0.0
57104,2361,2024-04-14,p2p_transfer,25315.04,direct,503.77
57105,3495,2024-04-02,p2p_transfer,18437.43,via_salom,0.0
57106,3507,2024-02-22,p2p_transfer,72523.63,via_salom,0.0
57107,6728,2025-03-05,payment,615405.2,direct,0.0
57108,4022,2024-10-26,p2p_transfer,438980.01,direct,8735.7
57109,4241,2025-07-26,cash_withdrawal,883.3,direct,0.0
57110,7713,2025-03-14,p2p_transfer,545887.7,direct,10863.17
57111,2934,2025-02-11,payment,203652.49,direct,0.0
57112,150,2024-09-13,p2p_transfer,162167.31,via_salom,0.0
57113,2534,2025-04-08,p2p_transfer,83475.61,via_salom,0.0
57114,54,2025-03-17,p2p_transfer,392874.33,direct,7818.2
57115,5714,2025-03-08,p2p_transfer,108038.23,direct,2149.96
57116,7395,2024-04-08,payment,368669.21,direct,0.0
57117,1311,2025-05-26,credit_payment,92762.16,direct,0.0
57118,6993,2025-07-03,payment,101037.59,direct,0.0
57119,3222,2024-03-27,p2p_transfer,34829.34,via_salom,0.0
57120,4017,2025-05-03,p2p_transfer,84783.58,direct,1687.19
57121,7536,2025-09-02,cash_withdrawal,61750.56,direct,0.0
57122,897,2025-08-03,payment,79231.68,direct,0.0
57123,1797,2025-06-27,p2p_transfer,60145.56,direct,1196.9
57124,4263,2024-03-20,p2p_transfer,393532.45,direct,7831.3
57125,8078,2025-06-25,p2p_transfer,284341.57,direct,5658.4
57126,5090,2025-08-30,cash_withdrawal,304400.52,direct,0.0
57127,3353,2025-10-28,payment,48613.49,direct,0.0
57128,826,2024-02-19,p2p_transfer,109595.71,via_salom,0.0
57129,3735,2024-06-10,p2p_transfer,421555.78,via_salom,0.0
57130,3295,2024-06-17,p2p_transfer,340434.08,via_salom,0.0
57131,2437,2024-12-15,p2p_transfer,57515.51,direct,1144.56
57132,4516,2025-03-18,cash_withdrawal,1063992.48,direct,0.0
57133,1637,2024-09-15,payment,2980902.51,direct,0.0
57134,7813,2024-10-18,p2p_transfer,231234.76,direct,4601.57
57135,3196,2025-08-26,payment,153710.43,direct,0.0
57136,4435,2024-04-20,payment,171878.49,direct,0.0
57137,1181,2024-12-29,credit_payment,266457.25,direct,0.0
57138,2451,2024-09-08,payment,33977.43,direct,0.0
57139,4414,2025-11-16,credit_payment,479.35,direct,0.0
57140,3728,2025-06-29,cash_withdrawal,699417.62,direct,0.0
57141,2298,2024-10-19,cash_withdrawal,228038.38,direct,0.0
57142,1708,2025-12-18,p2p_transfer,184870.95,via_salom,0.0
57143,6082,2024-06-16,p2p_transfer,129770.45,direct,2582.43
57144,7917,2025-02-09,p2p_transfer,157901.94,direct,3142.25
57145,5624,2025-03-07,payment,447165.39,direct,0.0
57146,286,2025-07-10,payment,431411.02,direct,0.0
57147,3454,2025-06-29,payment,134800.06,direct,0.0
57148,7674,2025-07-25,p2p_transfer,130160.22,via_salom,0.0
57149,7239,2025-12-07,p2p_transfer,606673.35,via_salom,0.0
57150,3959,2024-10-04,p2p_transfer,1191608.58,direct,23713.01
57151,9698,2025-08-20,p2p_transfer,241135.29,direct,4798.59
57152,4140,2025-08-29,cash_withdrawal,221646.1,direct,0.0
57153,8890,2025-03-13,payment,147179.35,direct,0.0
57154,5400,2024-01-30,p2p_transfer,461242.02,via_salom,0.0
57155,2817,2024-11-01,p2p_transfer,279866.94,direct,5569.35
57156,3636,2025-09-13,p2p_transfer,860508.54,direct,17124.12
57157,10,2024-07-07,payment,12715.09,direct,0.0
57158,1762,2025-12-01,payment,274467.39,direct,0.0
57159,6610,2025-06-15,payment,279262.77,direct,0.0
57160,9977,2024-05-03,credit_payment,117911.79,direct,0.0
57161,2480,2024-11-22,p2p_transfer,98349.65,direct,1957.16
57162,9649,2025-01-19,cash_withdrawal,36083.85,direct,0.0
57163,4312,2024-04-12,p2p_transfer,74241.25,direct,1477.4
57164,5632,2024-08-25,p2p_transfer,296316.64,direct,5896.7
57165,8910,2025-02-10,p2p_transfer,18390.54,via_salom,0.0
57166,5599,2025-11-03,p2p_transfer,259789.95,via_salom,0.0
57167,9036,2025-03-16,p2p_transfer,306333.28,via_salom,0.0
57168,9407,2024-01-26,p2p_transfer,834812.57,direct,16612.77
57169,6452,2024-07-18,payment,186632.67,direct,0.0
57170,9349,2024-09-15,p2p_transfer,76731.63,via_salom,0.0
57171,508,2025-09-28,p2p_transfer,393001.73,direct,7820.73
57172,2761,2025-07-24,cash_withdrawal,56594.81,direct,0.0
57173,112,2024-07-13,cash_withdrawal,625189.49,direct,0.0
57174,6408,2024-09-12,p2p_transfer,221011.66,direct,4398.13
57175,9455,2025-01-19,p2p_transfer,460820.35,direct,9170.32
57176,7615,2025-09-21,payment,82382.3,direct,0.0
57177,1627,2025-10-06,payment,217979.45,direct,0.0
57178,8837,2024-01-20,payment,204720.1,direct,0.0
57179,63,2025-05-28,credit_payment,300829.12,direct,0.0
57180,9670,2024-04-17,payment,18903.9,direct,0.0
57181,9327,2025-04-23,payment,256436.86,direct,0.0
57182,6163,2025-05-04,credit_payment,272671.29,direct,0.0
57183,9764,2025-05-31,p2p_transfer,115120.82,direct,2290.9
57184,3949,2025-08-13,cash_withdrawal,67506.05,direct,0.0
57185,718,2025-05-29,p2p_transfer,450634.79,via_salom,0.0
57186,2966,2024-01-24,p2p_transfer,794731.28,direct,15815.15
57187,5140,2025-03-31,p2p_transfer,11461.25,direct,228.08
57188,5059,2024-07-23,p2p_transfer,515265.61,via_salom,0.0
57189,3085,2024-02-13,payment,43264.03,direct,0.0
57190,1080,2024-05-08,credit_payment,78054.2,direct,0.0
57191,8595,2025-03-11,p2p_transfer,481839.23,direct,9588.6
57192,6530,2025-11-18,p2p_transfer,422952.2,direct,8416.75
57193,8914,2025-02-22,p2p_transfer,299117.27,via_salom,0.0
57194,6367,2025-11-01,p2p_transfer,332009.18,via_salom,0.0
57195,345,2024-04-29,payment,1331696.88,direct,0.0
57196,7133,2025-11-10,payment,316572.34,direct,0.0
57197,9864,2024-10-26,p2p_transfer,493408.4,direct,9818.83
57198,9753,2024-09-12,payment,510999.2,direct,0.0
57199,8608,2025-04-13,payment,673226.98,direct,0.0
57200,7563,2025-01-25,payment,163969.98,direct,0.0
57201,4354,2024-11-20,p2p_transfer,954155.34,direct,18987.69
57202,8413,2024-04-23,p2p_transfer,223393.6,via_salom,0.0
57203,1288,2024-05-27,p2p_transfer,117701.98,via_salom,0.0
57204,9089,2025-01-14,p2p_transfer,100849.26,direct,2006.9
57205,9884,2024-08-21,p2p_transfer,706176.3,direct,14052.91
57206,4858,2024-01-07,cash_withdrawal,434098.0,direct,0.0
57207,2524,2025-10-24,p2p_transfer,219379.13,direct,4365.64
57208,7267,2024-03-17,payment,93044.48,direct,0.0
57209,6704,2024-12-15,payment,332158.47,direct,0.0
57210,6989,2024-07-09,payment,474794.91,direct,0.0
57211,9583,2025-04-13,credit_payment,707030.32,direct,0.0
57212,9217,2024-10-21,p2p_transfer,179923.54,via_salom,0.0
57213,4872,2024-02-25,p2p_transfer,390566.2,direct,7772.27
57214,7359,2025-06-02,credit_payment,395348.16,direct,0.0
57215,8254,2025-08-02,p2p_transfer,495802.31,via_salom,0.0
57216,2479,2024-12-04,p2p_transfer,38651.71,direct,769.17
57217,7758,2024-11-08,payment,458108.74,direct,0.0
57218,8583,2024-10-24,payment,327402.19,direct,0.0
57219,1390,2025-05-21,payment,423801.93,direct,0.0
57220,6207,2025-02-18,payment,204654.54,direct,0.0
57221,5098,2024-12-17,p2p_transfer,180641.22,direct,3594.76
57222,4016,2024-09-11,payment,159028.82,direct,0.0
57223,3514,2024-11-06,cash_withdrawal,36170.53,direct,0.0
57224,3141,2024-12-01,p2p_transfer,35473.56,via_salom,0.0
57225,8352,2025-05-14,credit_payment,163379.72,direct,0.0
57226,7820,2024-06-28,payment,290553.1,direct,0.0
57227,1469,2024-10-29,p2p_transfer,501658.67,direct,9983.01
57228,5161,2025-09-16,p2p_transfer,42007.64,direct,835.95
57229,1177,2025-09-05,payment,166751.27,direct,0.0
57230,5699,2024-10-27,p2p_transfer,508574.41,via_salom,0.0
57231,1201,2025-05-17,p2p_transfer,291172.3,direct,5794.33
57232,5329,2025-09-18,payment,861154.7,direct,0.0
57233,2409,2025-06-17,p2p_transfer,268661.84,direct,5346.37
57234,4493,2025-10-11,p2p_transfer,304941.07,direct,6068.33
57235,8756,2025-12-15,payment,464508.9,direct,0.0
57236,1034,2025-02-20,p2p_transfer,76295.41,direct,1518.28
57237,187,2025-08-24,payment,252124.28,direct,0.0
57238,8851,2024-11-16,p2p_transfer,1066010.56,direct,21213.61
57239,3691,2024-02-07,payment,392265.22,direct,0.0
57240,6884,2024-05-20,credit_payment,620453.25,direct,0.0
57241,1306,2025-08-08,cash_withdrawal,355608.3,direct,0.0
57242,978,2025-02-25,cash_withdrawal,115141.6,direct,0.0
57243,8977,2025-11-25,p2p_transfer,323716.09,direct,6441.95
57244,7572,2024-09-13,p2p_transfer,551370.95,direct,10972.28
57245,7909,2024-04-01,payment,55646.37,direct,0.0
57246,7573,2024-12-09,payment,7171.96,direct,0.0
57247,6793,2025-07-19,p2p_transfer,157225.45,via_salom,0.0
57248,4323,2025-01-19,p2p_transfer,167502.94,direct,3333.31
57249,74,2024-05-02,p2p_transfer,919720.9,direct,18302.45
57250,7095,2024-06-25,p2p_transfer,161851.21,via_salom,0.0
57251,8708,2025-05-04,p2p_transfer,630656.25,direct,12550.06
57252,5444,2025-11-14,p2p_transfer,222707.41,via_salom,0.0
57253,4612,2025-05-21,payment,461032.05,direct,0.0
57254,1903,2024-10-14,p2p_transfer,64266.46,via_salom,0.0
57255,3244,2024-09-17,p2p_transfer,362291.09,direct,7209.59
57256,4615,2024-09-21,p2p_transfer,677713.52,direct,13486.5
57257,4534,2024-05-17,p2p_transfer,493819.46,via_salom,0.0
57258,47,2024-01-22,p2p_transfer,802493.77,direct,15969.63
57259,588,2024-04-06,p2p_transfer,927592.27,via_salom,0.0
57260,6376,2025-03-27,payment,17828.45,direct,0.0
57261,8743,2024-02-03,p2p_transfer,20853.33,via_salom,0.0
57262,7259,2024-11-05,credit_payment,15719.91,direct,0.0
57263,5075,2025-08-10,payment,647737.0,direct,0.0
57264,1098,2024-07-01,payment,105496.94,direct,0.0
57265,5053,2024-01-01,cash_withdrawal,39498.12,direct,0.0
57266,7189,2025-09-10,p2p_transfer,203371.7,direct,4047.1
57267,654,2025-05-03,p2p_transfer,36102.67,direct,718.44
57268,6156,2025-03-17,p2p_transfer,14224.33,direct,283.06
57269,4950,2024-03-28,p2p_transfer,136431.54,direct,2714.99
57270,8409,2024-08-31,p2p_transfer,175250.91,via_salom,0.0
57271,2803,2024-08-26,cash_withdrawal,148374.59,direct,0.0
57272,2404,2024-05-14,payment,58811.49,direct,0.0
57273,4838,2025-01-11,payment,79158.47,direct,0.0
57274,1075,2025-05-13,credit_payment,369018.19,direct,0.0
57275,2375,2024-12-12,p2p_transfer,955668.74,direct,19017.81
57276,9102,2025-03-28,p2p_transfer,285531.57,direct,5682.08
57277,4809,2024-01-03,p2p_transfer,353751.77,direct,7039.66
57278,8500,2024-10-27,payment,385121.82,direct,0.0
57279,4970,2024-01-19,payment,84212.59,direct,0.0
57280,5244,2025-03-31,payment,65389.76,direct,0.0
57281,6591,2025-10-25,payment,117520.53,direct,0.0
57282,7188,2025-10-14,p2p_transfer,86075.61,direct,1712.9
57283,7827,2025-12-30,p2p_transfer,25120.18,via_salom,0.0
57284,2294,2024-10-31,payment,12348.9,direct,0.0
57285,7119,2025-03-03,payment,903431.91,direct,0.0
57286,6798,2024-04-16,payment,55219.49,direct,0.0
57287,4703,2025-11-29,credit_payment,100390.58,direct,0.0
57288,1667,2024-07-02,payment,100083.89,direct,0.0
57289,8619,2025-02-28,p2p_transfer,219020.77,via_salom,0.0
57290,7430,2024-11-08,p2p_transfer,34009.44,direct,676.79
57291,9654,2025-04-20,cash_withdrawal,372052.57,direct,0.0
57292,2390,2025-05-16,payment,496880.01,direct,0.0
57293,6155,2024-08-20,payment,931762.23,direct,0.0
57294,5137,2025-02-12,p2p_transfer,462346.23,direct,9200.69
57295,4181,2024-09-11,cash_withdrawal,53763.78,direct,0.0
57296,6951,2025-02-22,p2p_transfer,650286.3,direct,12940.7
57297,5331,2024-05-02,credit_payment,251345.78,direct,0.0
57298,5191,2025-05-08,payment,515494.82,direct,0.0
57299,5446,2024-02-26,p2p_transfer,75963.65,direct,1511.68
57300,5086,2024-03-29,p2p_transfer,195791.76,direct,3896.26
57301,3273,2024-03-27,p2p_transfer,1949.7,direct,38.8
57302,4148,2024-03-08,p2p_transfer,541470.16,direct,10775.26
57303,380,2024-07-30,p2p_transfer,653635.61,direct,13007.35
57304,4904,2025-07-18,p2p_transfer,451427.81,via_salom,0.0
57305,7425,2024-11-13,p2p_transfer,106369.29,direct,2116.75
57306,8146,2025-02-08,p2p_transfer,2168110.03,direct,43145.39
57307,9357,2025-01-24,p2p_transfer,118091.84,direct,2350.03
57308,2164,2025-11-07,cash_withdrawal,185283.19,direct,0.0
57309,517,2024-12-03,p2p_transfer,274649.13,direct,5465.52
57310,342,2025-05-11,p2p_transfer,299553.21,via_salom,0.0
57311,6868,2024-07-04,p2p_transfer,8819.83,direct,175.51
57312,6385,2024-10-09,p2p_transfer,66430.97,direct,1321.98
57313,6525,2024-10-05,p2p_transfer,60373.91,direct,1201.44
57314,4767,2025-12-03,cash_withdrawal,243467.42,direct,0.0
57315,4125,2024-01-28,cash_withdrawal,173051.84,direct,0.0
57316,5076,2024-05-07,p2p_transfer,134499.4,direct,2676.54
57317,9013,2024-12-26,payment,248834.02,direct,0.0
57318,5089,2024-03-14,payment,89505.23,direct,0.0
57319,5509,2025-10-24,credit_payment,187171.2,direct,0.0
57320,1733,2024-08-19,credit_payment,773303.24,direct,0.0
57321,4127,2024-04-02,p2p_transfer,185509.5,via_salom,0.0
57322,7480,2024-07-14,payment,129321.9,direct,0.0
57323,364,2024-12-30,payment,95722.34,direct,0.0
57324,1795,2024-03-16,payment,46813.26,direct,0.0
57325,2426,2025-05-25,payment,47540.81,direct,0.0
57326,2397,2025-11-26,p2p_transfer,121706.78,direct,2421.96
57327,5902,2024-02-02,p2p_transfer,103150.57,direct,2052.7
57328,9178,2025-06-01,payment,1146566.38,direct,0.0
57329,5900,2024-01-16,payment,300753.53,direct,0.0
57330,1509,2025-12-07,cash_withdrawal,403953.03,direct,0.0
57331,5002,2024-03-19,credit_payment,282398.29,direct,0.0
57332,5001,2025-07-08,payment,75995.34,direct,0.0
57333,4731,2024-02-18,p2p_transfer,195298.85,direct,3886.45
57334,2578,2024-03-01,p2p_transfer,312621.55,via_salom,0.0
57335,525,2025-01-24,cash_withdrawal,851076.25,direct,0.0
57336,7324,2024-02-20,p2p_transfer,166059.43,direct,3304.58
57337,8715,2024-05-07,payment,392994.63,direct,0.0
57338,6731,2025-01-07,p2p_transfer,8108.45,direct,161.36
57339,4076,2025-04-29,p2p_transfer,26264.51,direct,522.66
57340,591,2024-02-23,payment,51161.81,direct,0.0
57341,2295,2024-08-11,payment,950268.25,direct,0.0
57342,2771,2024-05-20,p2p_transfer,225466.95,direct,4486.79
57343,2277,2025-05-23,p2p_transfer,279678.33,via_salom,0.0
57344,3517,2024-03-10,p2p_transfer,602829.75,direct,11996.31
57345,972,2025-10-25,p2p_transfer,272679.54,direct,5426.32
57346,9958,2025-07-19,p2p_transfer,507881.62,direct,10106.84
57347,7167,2024-05-20,p2p_transfer,250269.58,direct,4980.36
57348,7663,2024-06-09,p2p_transfer,147671.44,direct,2938.66
57349,5441,2024-01-19,p2p_transfer,128950.99,direct,2566.12
57350,9407,2024-03-07,p2p_transfer,6625.7,via_salom,0.0
57351,5196,2024-05-04,payment,364623.48,direct,0.0
57352,2179,2025-10-10,credit_payment,58083.92,direct,0.0
57353,8724,2025-04-08,credit_payment,567312.96,direct,0.0
57354,5062,2025-04-02,p2p_transfer,513227.41,direct,10213.23
57355,3645,2025-10-08,p2p_transfer,86081.5,direct,1713.02
57356,5018,2025-03-24,credit_payment,131637.22,direct,0.0
57357,5388,2024-12-05,p2p_transfer,112126.47,direct,2231.32
57358,262,2024-08-07,payment,439335.39,direct,0.0
57359,6104,2025-06-06,payment,145245.39,direct,0.0
57360,5107,2025-05-01,credit_payment,31718.29,direct,0.0
57361,6177,2024-04-19,payment,523038.46,direct,0.0
57362,3408,2024-03-12,p2p_transfer,324706.25,direct,6461.65
57363,3808,2025-02-23,p2p_transfer,361011.03,via_salom,0.0
57364,2713,2024-09-08,p2p_transfer,122838.0,direct,2444.48
57365,7648,2024-02-28,payment,34140.44,direct,0.0
57366,3022,2024-10-11,p2p_transfer,405978.38,direct,8078.97
57367,2391,2025-07-14,payment,27874.7,direct,0.0
57368,1608,2025-04-23,p2p_transfer,125202.99,direct,2491.54
57369,9747,2024-02-07,credit_payment,453035.51,direct,0.0
57370,4485,2024-06-28,p2p_transfer,80005.75,via_salom,0.0
57371,6487,2025-10-26,payment,160635.4,direct,0.0
57372,9787,2024-09-26,credit_payment,17485.4,direct,0.0
57373,6920,2024-07-31,p2p_transfer,322412.92,direct,6416.02
57374,5458,2024-06-06,payment,277899.32,direct,0.0
57375,1685,2024-12-10,payment,1660990.81,direct,0.0
57376,5032,2024-07-23,payment,70827.12,direct,0.0
57377,6436,2024-10-26,payment,12308.98,direct,0.0
57378,2348,2024-09-28,credit_payment,4523.8,direct,0.0
57379,6744,2025-01-04,payment,467278.28,direct,0.0
57380,1608,2024-08-18,p2p_transfer,309218.46,direct,6153.45
57381,7361,2024-03-04,credit_payment,279966.33,direct,0.0
57382,9095,2025-07-16,payment,1008440.48,direct,0.0
57383,6232,2024-07-31,p2p_transfer,183450.7,via_salom,0.0
57384,7284,2025-09-04,p2p_transfer,525258.09,direct,10452.64
57385,5529,2025-12-04,payment,57587.33,direct,0.0
57386,9380,2025-08-09,cash_withdrawal,116236.98,direct,0.0
57387,87,2024-07-24,payment,162046.46,direct,0.0
57388,2889,2024-10-12,payment,43453.59,direct,0.0
57389,9082,2024-05-01,p2p_transfer,34881.69,via_salom,0.0
57390,3324,2024-02-18,p2p_transfer,616566.97,direct,12269.68
57391,856,2025-01-16,p2p_transfer,140207.46,via_salom,0.0
57392,4912,2024-06-30,cash_withdrawal,20687.44,direct,0.0
57393,9932,2024-09-01,p2p_transfer,801420.76,direct,15948.27
57394,7031,2025-12-09,p2p_transfer,137052.79,direct,2727.35
57395,3599,2025-04-27,credit_payment,765035.59,direct,0.0
57396,3972,2024-05-18,p2p_transfer,88160.57,direct,1754.4
57397,5348,2025-12-07,credit_payment,98161.76,direct,0.0
57398,2271,2025-08-09,payment,10650.12,direct,0.0
57399,3724,2025-12-14,credit_payment,363748.72,direct,0.0
57400,3354,2025-11-18,p2p_transfer,413317.58,direct,8225.02
57401,7041,2024-08-17,p2p_transfer,170236.92,direct,3387.71
57402,8624,2025-10-05,payment,270323.48,direct,0.0
57403,3860,2024-07-27,p2p_transfer,111373.58,direct,2216.33
57404,3793,2024-12-04,payment,683415.76,direct,0.0
57405,5599,2024-01-27,payment,537792.8,direct,0.0
57406,192,2025-07-30,p2p_transfer,623152.6,direct,12400.74
57407,2241,2024-11-22,credit_payment,677775.98,direct,0.0
57408,9299,2024-11-19,payment,372513.97,direct,0.0
57409,9909,2025-03-17,p2p_transfer,885141.88,direct,17614.32
57410,517,2024-01-05,cash_withdrawal,66203.81,direct,0.0
57411,9228,2025-07-18,payment,528356.31,direct,0.0
57412,4121,2024-06-13,p2p_transfer,160982.56,direct,3203.55
57413,3649,2024-04-27,cash_withdrawal,111893.37,direct,0.0
57414,4140,2025-10-10,payment,190742.82,direct,0.0
57415,9563,2024-04-29,p2p_transfer,2589.59,direct,51.53
57416,1430,2025-11-02,p2p_transfer,317011.8,direct,6308.53
57417,1381,2024-11-29,p2p_transfer,19452.01,via_salom,0.0
57418,9404,2024-05-10,cash_withdrawal,31548.19,direct,0.0
57419,7938,2025-09-23,p2p_transfer,16427.93,direct,326.92
57420,1255,2025-08-21,p2p_transfer,323674.6,direct,6441.12
57421,6578,2025-06-18,p2p_transfer,18878.48,via_salom,0.0
57422,5469,2025-11-27,p2p_transfer,39870.16,direct,793.42
57423,2323,2024-06-28,payment,183255.08,direct,0.0
57424,3898,2024-08-13,cash_withdrawal,192564.97,direct,0.0
57425,8242,2024-12-18,p2p_transfer,199346.35,direct,3966.99
57426,594,2025-04-18,credit_payment,7438.66,direct,0.0
57427,324,2024-05-05,payment,274495.17,direct,0.0
57428,1993,2024-08-21,p2p_transfer,653764.84,direct,13009.92
57429,2408,2025-09-05,p2p_transfer,152221.12,direct,3029.2
57430,7047,2025-08-01,payment,44038.97,direct,0.0
57431,8833,2024-12-05,p2p_transfer,198649.93,direct,3953.13
57432,5035,2024-02-15,p2p_transfer,18379.4,direct,365.75
57433,579,2025-11-26,payment,174668.85,direct,0.0
57434,2303,2025-07-07,p2p_transfer,132620.03,direct,2639.14
57435,2376,2025-09-20,p2p_transfer,474980.48,direct,9452.11
57436,3180,2025-11-21,payment,774343.44,direct,0.0
57437,1398,2024-03-18,p2p_transfer,8488.77,via_salom,0.0
57438,8711,2024-09-29,p2p_transfer,117586.0,direct,2339.96
57439,4653,2025-03-21,cash_withdrawal,188428.82,direct,0.0
57440,7923,2025-06-08,p2p_transfer,3946.28,via_salom,0.0
57441,7272,2024-06-16,credit_payment,232151.64,direct,0.0
57442,6539,2024-12-29,credit_payment,310265.56,direct,0.0
57443,8203,2024-12-15,p2p_transfer,184093.48,direct,3663.46
57444,939,2024-09-30,p2p_transfer,107192.91,direct,2133.14
57445,8045,2025-08-02,p2p_transfer,78883.99,via_salom,0.0
57446,760,2024-03-19,p2p_transfer,43309.64,direct,861.86
57447,6569,2025-04-03,payment,140753.79,direct,0.0
57448,2418,2025-12-13,p2p_transfer,615813.06,via_salom,0.0
57449,9328,2025-09-19,payment,33268.23,direct,0.0
57450,7405,2025-12-22,payment,237085.34,direct,0.0
57451,1694,2024-07-10,payment,53821.98,direct,0.0
57452,3976,2024-08-09,payment,574805.79,direct,0.0
57453,7888,2025-01-19,payment,1238408.98,direct,0.0
57454,5042,2024-03-28,payment,30476.18,direct,0.0
57455,8409,2025-08-06,p2p_transfer,90733.33,via_salom,0.0
57456,1553,2025-01-24,p2p_transfer,1001008.32,direct,19920.07
57457,9218,2025-09-15,p2p_transfer,287050.86,via_salom,0.0
57458,1433,2024-04-29,payment,32518.65,direct,0.0
57459,2691,2024-04-20,payment,269913.42,direct,0.0
57460,5537,2024-01-05,payment,200438.67,direct,0.0
57461,7014,2025-12-02,payment,220954.56,direct,0.0
57462,5248,2024-04-18,payment,125723.81,direct,0.0
57463,3028,2024-07-18,payment,777632.58,direct,0.0
57464,3347,2025-04-26,payment,371848.48,direct,0.0
57465,6088,2024-03-04,payment,210567.55,direct,0.0
57466,9611,2024-10-05,credit_payment,45879.37,direct,0.0
57467,6215,2025-09-16,credit_payment,231040.09,direct,0.0
57468,3714,2025-09-12,p2p_transfer,5933.64,direct,118.08
57469,2778,2025-04-06,p2p_transfer,75780.83,direct,1508.04
57470,833,2025-01-13,credit_payment,409220.31,direct,0.0
57471,2582,2024-03-08,p2p_transfer,153256.53,via_salom,0.0
57472,4384,2025-10-02,p2p_transfer,384558.57,direct,7652.72
57473,9739,2024-12-30,p2p_transfer,51400.92,via_salom,0.0
57474,9674,2025-01-30,payment,109905.66,direct,0.0
57475,4683,2024-03-28,p2p_transfer,553698.21,direct,11018.59
57476,1796,2024-05-01,p2p_transfer,799377.62,direct,15907.61
57477,9291,2025-10-17,payment,366164.37,direct,0.0
57478,1629,2024-12-02,p2p_transfer,277197.85,via_salom,0.0
57479,4106,2025-01-15,p2p_transfer,195347.55,direct,3887.42
57480,5170,2024-08-26,cash_withdrawal,210649.96,direct,0.0
57481,7286,2024-02-13,p2p_transfer,263482.89,via_salom,0.0
57482,1150,2024-11-27,p2p_transfer,769624.8,direct,15315.53
57483,383,2025-09-30,payment,224357.53,direct,0.0
57484,5981,2025-02-11,p2p_transfer,756130.86,via_salom,0.0
57485,6197,2024-05-02,p2p_transfer,15130.95,direct,301.11
57486,4199,2024-12-19,cash_withdrawal,531986.22,direct,0.0
57487,5369,2025-01-09,payment,302060.53,direct,0.0
57488,8684,2024-09-11,payment,1308254.47,direct,0.0
57489,9877,2025-11-24,p2p_transfer,14092.68,direct,280.44
57490,7991,2024-12-26,cash_withdrawal,58588.41,direct,0.0
57491,5048,2025-12-24,payment,103112.2,direct,0.0
57492,7172,2024-04-27,p2p_transfer,215832.38,direct,4295.06
57493,3159,2024-04-15,p2p_transfer,275541.45,via_salom,0.0
57494,9851,2025-08-29,payment,12521.53,direct,0.0
57495,3734,2024-10-12,p2p_transfer,33062.48,direct,657.94
57496,9130,2024-09-13,p2p_transfer,303371.23,via_salom,0.0
57497,8761,2024-09-22,p2p_transfer,1155243.43,direct,22989.34
57498,7498,2024-07-27,credit_payment,462068.54,direct,0.0
57499,9330,2025-10-23,payment,412287.93,direct,0.0
57500,4132,2024-04-01,p2p_transfer,248686.9,direct,4948.87
57501,545,2025-02-23,payment,104100.18,direct,0.0
57502,8883,2024-11-04,credit_payment,484232.41,direct,0.0
57503,6915,2025-10-30,p2p_transfer,201220.52,direct,4004.29
57504,2835,2025-11-14,p2p_transfer,156535.96,direct,3115.07
57505,1489,2025-10-10,p2p_transfer,38660.67,via_salom,0.0
57506,5879,2024-03-22,p2p_transfer,205418.21,direct,4087.82
57507,483,2024-04-08,p2p_transfer,244961.67,via_salom,0.0
57508,6651,2024-09-19,p2p_transfer,203577.2,via_salom,0.0
57509,5954,2025-01-24,payment,298515.91,direct,0.0
57510,8131,2025-08-15,p2p_transfer,7408.8,direct,147.44
57511,7222,2024-02-13,p2p_transfer,300413.02,direct,5978.22
57512,271,2024-10-28,payment,1136728.47,direct,0.0
57513,6378,2025-03-03,p2p_transfer,303228.53,via_salom,0.0
57514,6436,2025-06-23,credit_payment,569026.05,direct,0.0
57515,6743,2025-12-08,cash_withdrawal,9327.65,direct,0.0
57516,7297,2024-05-28,payment,52850.66,direct,0.0
57517,8865,2024-12-10,payment,329311.17,direct,0.0
57518,1990,2025-11-20,credit_payment,606126.62,direct,0.0
57519,1041,2024-03-02,cash_withdrawal,256177.58,direct,0.0
57520,6139,2024-09-14,credit_payment,12042.53,direct,0.0
