card_id,user_id,card_type,bank_name,payment_system
2110,622,Other Bank,Ipoteka Bank,Humo
2111,622,Other Bank,Hamkor Bank,Uzcard
2112,622,Other Bank,Ipoteka Bank,Humo
2113,623,Virtual Uzcard,TBC,Uzcard
2114,623,Virtual Humo,TBC,Humo
2115,623,Other Bank,Ipoteka Bank,Uzcard
2116,624,Salom,TBC,Uzcard
2117,624,Virtual Uzcard,TBC,Uzcard
2118,624,Virtual Humo,TBC,Humo
2119,624,Other Bank,Kapital Bank,Humo
2120,624,Other Bank,Xalq Bank,Humo
2121,624,Other Bank,Trast Bank,Uzcard
2122,625,Salom,TBC,Uzcard
2123,625,Virtual Humo,TBC,Humo
2124,625,Other Bank,Trast Bank,Humo
2125,626,Virtual Uzcard,TBC,Uzcard
2126,626,Virtual Humo,TBC,Humo
2127,627,Salom,TBC,Uzcard
2128,627,Osmon,TBC,Humo
2129,627,Virtual Uzcard,TBC,Uzcard
2130,627,Virtual Humo,TBC,Humo
2131,627,Other Bank,Aloqa Bank,Uzcard
2132,627,Other Bank,Kapital Bank,Uzcard
2133,628,Virtual Uzcard,TBC,Uzcard
2134,628,Virtual Humo,TBC,Humo
2135,629,Salom,TBC,Uzcard
2136,629,Virtual Humo,TBC,Humo
2137,629,Other Bank,Anor Bank,Uzcard
2138,630,Salom,TBC,Uzcard
2139,630,Virtual Uzcard,TBC,Uzcard
2140,630,Other Bank,Trast Bank,Uzcard
2141,631,Salom,TBC,Uzcard
2142,631,Virtual Uzcard,TBC,Uzcard
2143,631,Virtual Humo,TBC,Humo
2144,632,Salom,TBC,Uzcard
2145,632,Virtual Uzcard,TBC,Uzcard
2146,632,Virtual Humo,TBC,Humo
2147,632,Other Bank,Hamkor Bank,Humo
2148,633,Virtual Uzcard,TBC,Uzcard
2149,633,Other Bank,Trast Bank,Uzcard
2150,634,Salom,TBC,Uzcard
2151,634,Virtual Humo,TBC,Humo
2152,634,Other Bank,Trast Bank,Humo
2153,634,Other Bank,Kapital Bank,Humo
2154,635,Salom,TBC,Uzcard
2155,635,Osmon,TBC,Humo
2156,635,Virtual Uzcard,TBC,Uzcard
2157,635,Other Bank,Anor Bank,Uzcard
2158,636,Virtual Uzcard,TBC,Uzcard
2159,637,Salom,TBC,Uzcard
2160,637,Virtual Uzcard,TBC,Uzcard
2161,637,Virtual Humo,TBC,Humo
2162,637,Other Bank,Anor Bank,Uzcard
2163,638,Osmon,TBC,Humo
2164,638,Other Bank,Infin Bank,Uzcard
2165,639,Salom,TBC,Uzcard
2166,639,Virtual Uzcard,TBC,Uzcard
2167,639,Other Bank,Kapital Bank,Humo
2168,640,Salom,TBC,Uzcard
2169,640,Virtual Uzcard,TBC,Uzcard
2170,640,Virtual Humo,TBC,Humo
2171,641,Salom,TBC,Uzcard
2172,641,Virtual Uzcard,TBC,Uzcard
2173,641,Virtual Humo,TBC,Humo
2174,641,Other Bank,Aloqa Bank,Humo
2175,641,Other Bank,Xalq Bank,Humo
2176,642,Salom,TBC,Uzcard
2177,642,Osmon,TBC,Humo
2178,643,Virtual Humo,TBC,Humo
2179,644,Salom,TBC,Uzcard
2180,644,Virtual Uzcard,TBC,Uzcard
2181,644,Other Bank,Kapital Bank,Uzcard
2182,644,Other Bank,Xalq Bank,Humo
2183,644,Other Bank,Xalq Bank,Humo
2184,645,Salom,TBC,Uzcard
2185,645,Osmon,TBC,Humo
2186,645,Virtual Uzcard,TBC,Uzcard
2187,645,Virtual Humo,TBC,Humo
2188,645,Other Bank,Kapital Bank,Uzcard
2189,645,Other Bank,Infin Bank,Humo
2190,646,Salom,TBC,Uzcard
2191,646,Virtual Uzcard,TBC,Uzcard
2192,647,Salom,TBC,Uzcard
2193,647,Virtual Uzcard,TBC,Uzcard
2194,647,Virtual Humo,TBC,Humo
2195,647,Other Bank,Ipoteka Bank,Humo
2196,648,Salom,TBC,Uzcard
2197,648,Virtual Uzcard,TBC,Uzcard
2198,648,Virtual Humo,TBC,Humo
2199,649,Salom,TBC,Uzcard
2200,649,Virtual Humo,TBC,Humo
2201,650,Salom,TBC,Uzcard
2202,650,Virtual Uzcard,TBC,Uzcard
2203,650,Other Bank,Infin Bank,Humo
2204,651,Salom,TBC,Uzcard
2205,651,Virtual Humo,TBC,Humo
2206,651,Other Bank,Trast Bank,Humo
2207,651,Other Bank,Anor Bank,Humo
2208,652,Osmon,TBC,Humo
2209,652,Virtual Humo,TBC,Humo
2210,653,Virtual Uzcard,TBC,Uzcard
2211,653,Virtual Humo,TBC,Humo
2212,654,Salom,TBC,Uzcard
2213,654,Osmon,TBC,Humo
2214,654,Other Bank,Ipoteka Bank,Humo
2215,655,Salom,TBC,Uzcard
2216,655,Virtual Uzcard,TBC,Uzcard
2217,655,Other Bank,Aloqa Bank,Humo
2218,655,Other Bank,Xalq Bank,Uzcard
2219,656,Osmon,TBC,Humo
2220,656,Virtual Uzcard,TBC,Uzcard
2221,656,Virtual Humo,TBC,Humo
2222,657,Salom,TBC,Uzcard
2223,657,Osmon,TBC,Humo
2224,657,Virtual Uzcard,TBC,Uzcard
2225,657,Other Bank,Ipoteka Bank,Humo
2226,658,Salom,TBC,Uzcard
2227,658,Virtual Uzcard,TBC,Uzcard
2228,658,Virtual Humo,TBC,Humo
2229,659,Virtual Humo,TBC,Humo
2230,660,Osmon,TBC,Humo
2231,660,Other Bank,Ipoteka Bank,Uzcard
2232,661,Salom,TBC,Uzcard
2233,661,Virtual Uzcard,TBC,Uzcard
2234,661,Virtual Humo,TBC,Humo
2235,661,Other Bank,Trast Bank,Humo
2236,661,Other Bank,Kapital Bank,Humo
2237,662,Salom,TBC,Uzcard
2238,662,Virtual Humo,TBC,Humo
2239,663,Salom,TBC,Uzcard
2240,663,Osmon,TBC,Humo
2241,663,Virtual Uzcard,TBC,Uzcard
2242,664,Osmon,TBC,Humo
2243,664,Virtual Uzcard,TBC,Uzcard
2244,665,Salom,TBC,Uzcard
2245,665,Virtual Humo,TBC,Humo
2246,665,Other Bank,Aloqa Bank,Uzcard
2247,666,Osmon,TBC,Humo
2248,666,Virtual Humo,TBC,Humo
2249,666,Other Bank,Anor Bank,Humo
2250,667,Salom,TBC,Uzcard
2251,667,Osmon,TBC,Humo
2252,667,Virtual Uzcard,TBC,Uzcard
2253,667,Other Bank,Hamkor Bank,Uzcard
2254,667,Other Bank,Xalq Bank,Humo
2255,668,Salom,TBC,Uzcard
2256,668,Osmon,TBC,Humo
2257,668,Virtual Uzcard,TBC,Uzcard
2258,668,Virtual Humo,TBC,Humo
2259,668,Other Bank,Kapital Bank,Humo
2260,668,Other Bank,Hamkor Bank,Uzcard
2261,668,Other Bank,Aloqa Bank,Humo
2262,669,Salom,TBC,Uzcard
2263,669,Osmon,TBC,Humo
2264,669,Virtual Uzcard,TBC,Uzcard
2265,669,Virtual Humo,TBC,Humo
2266,670,Osmon,TBC,Humo
2267,670,Virtual Uzcard,TBC,Uzcard
2268,670,Virtual Humo,TBC,Humo
2269,670,Other Bank,Hamkor Bank,Uzcard
2270,670,Other Bank,Kapital Bank,Uzcard
2271,670,Other Bank,Ipoteka Bank,Humo
2272,671,Salom,TBC,Uzcard
2273,671,Osmon,TBC,Humo
2274,671,Virtual Uzcard,TBC,Uzcard
2275,671,Other Bank,Kapital Bank,Uzcard
2276,672,Salom,TBC,Uzcard
2277,672,Virtual Humo,TBC,Humo
2278,672,Other Bank,Hamkor Bank,Uzcard
2279,672,Other Bank,Aloqa Bank,Uzcard
2280,672,Other Bank,Hamkor Bank,Uzcard
2281,673,Salom,TBC,Uzcard
2282,673,Osmon,TBC,Humo
2283,673,Virtual Uzcard,TBC,Uzcard
2284,673,Virtual Humo,TBC,Humo
2285,674,Virtual Uzcard,TBC,Uzcard
2286,674,Other Bank,Xalq Bank,Humo
2287,674,Other Bank,Infin Bank,Humo
2288,675,Salom,TBC,Uzcard
2289,675,Virtual Uzcard,TBC,Uzcard
2290,675,Virtual Humo,TBC,Humo
2291,675,Other Bank,Infin Bank,Humo
2292,676,Osmon,TBC,Humo
2293,676,Other Bank,Ipoteka Bank,Uzcard
2294,677,Virtual Uzcard,TBC,Uzcard
2295,677,Virtual Humo,TBC,Humo
2296,677,Other Bank,Aloqa Bank,Uzcard
2297,678,Virtual Uzcard,TBC,Uzcard
2298,678,Virtual Humo,TBC,Humo
2299,679,Salom,TBC,Uzcard
2300,679,Virtual Humo,TBC,Humo
2301,679,Other Bank,Kapital Bank,Humo
2302,680,Osmon,TBC,Humo
2303,680,Virtual Uzcard,TBC,Uzcard
2304,680,Virtual Humo,TBC,Humo
2305,681,Osmon,TBC,Humo
2306,681,Virtual Humo,TBC,Humo
2307,681,Other Bank,Anor Bank,Uzcard
2308,682,Salom,TBC,Uzcard
2309,682,Virtual Uzcard,TBC,Uzcard
2310,683,Salom,TBC,Uzcard
2311,683,Osmon,TBC,Humo
2312,683,Virtual Uzcard,TBC,Uzcard
2313,683,Virtual Humo,TBC,Humo
2314,684,Salom,TBC,Uzcard
2315,684,Virtual Uzcard,TBC,Uzcard
2316,684,Virtual Humo,TBC,Humo
2317,684,Other Bank,Anor Bank,Uzcard
2318,685,Salom,TBC,Uzcard
2319,685,Virtual Uzcard,TBC,Uzcard
2320,685,Other Bank,Ipoteka Bank,Uzcard
2321,685,Other Bank,Infin Bank,Humo
2322,686,Virtual Uzcard,TBC,Uzcard
2323,686,Other Bank,Aloqa Bank,Uzcard
2324,686,Other Bank,Anor Bank,Uzcard
2325,687,Other Bank,Aloqa Bank,Uzcard
2326,687,Other Bank,Infin Bank,Humo
2327,688,Salom,TBC,Uzcard
2328,688,Virtual Uzcard,TBC,Uzcard
2329,688,Other Bank,Anor Bank,Humo
2330,689,Virtual Uzcard,TBC,Uzcard
2331,689,Other Bank,Trast Bank,Humo
2332,690,Osmon,TBC,Humo
2333,690,Virtual Uzcard,TBC,Uzcard
2334,690,Virtual Humo,TBC,Humo
2335,690,Other Bank,Hamkor Bank,Uzcard
2336,691,Virtual Humo,TBC,Humo
2337,691,Other Bank,Hamkor Bank,Uzcard
2338,692,Osmon,TBC,Humo
2339,692,Virtual Uzcard,TBC,Uzcard
2340,692,Other Bank,Trast Bank,Uzcard
2341,692,Other Bank,Aloqa Bank,Uzcard
2342,693,Salom,TBC,Uzcard
2343,693,Virtual Uzcard,TBC,Uzcard
2344,693,Virtual Humo,TBC,Humo
2345,694,Osmon,TBC,Humo
2346,694,Virtual Uzcard,TBC,Uzcard
2347,695,Virtual Uzcard,TBC,Uzcard
2348,695,Virtual Humo,TBC,Humo
2349,695,Other Bank,Anor Bank,Uzcard
2350,695,Other Bank,Kapital Bank,Humo
2351,695,Other Bank,Xalq Bank,Humo
2352,696,Osmon,TBC,Humo
2353,696,Other Bank,Hamkor Bank,Humo
2354,697,Osmon,TBC,Humo
2355,697,Virtual Uzcard,TBC,Uzcard
2356,697,Other Bank,Infin Bank,Uzcard
2357,698,Salom,TBC,Uzcard
2358,698,Virtual Uzcard,TBC,Uzcard
2359,698,Virtual Humo,TBC,Humo
2360,698,Other Bank,Hamkor Bank,Uzcard
2361,698,Other Bank,Xalq Bank,Uzcard
2362,698,Other Bank,Infin Bank,Uzcard
2363,699,Salom,TBC,Uzcard
2364,699,Virtual Uzcard,TBC,Uzcard
2365,699,Other Bank,Aloqa Bank,Humo
2366,700,Salom,TBC,Uzcard
2367,700,Virtual Uzcard,TBC,Uzcard
2368,700,Virtual Humo,TBC,Humo
2369,701,Salom,TBC,Uzcard
2370,701,Virtual Uzcard,TBC,Uzcard
2371,701,Virtual Humo,TBC,Humo
2372,702,Osmon,TBC,Humo
2373,702,Other Bank,Infin Bank,Uzcard
2374,702,Other Bank,Kapital Bank,Uzcard
2375,702,Other Bank,Trast Bank,Humo
2376,703,Salom,TBC,Uzcard
2377,703,Virtual Uzcard,TBC,Uzcard
2378,703,Virtual Humo,TBC,Humo
2379,703,Other Bank,Anor Bank,Humo
2380,704,Salom,TBC,Uzcard
2381,704,Virtual Uzcard,TBC,Uzcard
2382,704,Virtual Humo,TBC,Humo
2383,705,Salom,TBC,Uzcard
2384,705,Osmon,TBC,Humo
2385,706,Salom,TBC,Uzcard
2386,706,Virtual Uzcard,TBC,Uzcard
2387,706,Virtual Humo,TBC,Humo
2388,706,Other Bank,Anor Bank,Humo
2389,707,Salom,TBC,Uzcard
2390,707,Virtual Uzcard,TBC,Uzcard
2391,707,Virtual Humo,TBC,Humo
2392,707,Other Bank,Xalq Bank,Uzcard
2393,708,Virtual Uzcard,TBC,Uzcard
2394,708,Other Bank,Xalq Bank,Humo
2395,709,Virtual Uzcard,TBC,Uzcard
2396,709,Virtual Humo,TBC,Humo
2397,709,Other Bank,Trast Bank,Uzcard
2398,709,Other Bank,Infin Bank,Uzcard
2399,709,Other Bank,Ipoteka Bank,Uzcard
2400,710,Osmon,TBC,Humo
2401,710,Virtual Uzcard,TBC,Uzcard
2402,710,Other Bank,Trast Bank,Humo
2403,711,Salom,TBC,Uzcard
2404,711,Virtual Uzcard,TBC,Uzcard
2405,711,Virtual Humo,TBC,Humo
2406,712,Salom,TBC,Uzcard
2407,712,Virtual Uzcard,TBC,Uzcard
2408,712,Virtual Humo,TBC,Humo
2409,712,Other Bank,Kapital Bank,Humo
2410,712,Other Bank,Aloqa Bank,Uzcard
2411,713,Virtual Uzcard,TBC,Uzcard
2412,713,Virtual Humo,TBC,Humo
2413,713,Other Bank,Anor Bank,Humo
2414,713,Other Bank,Trast Bank,Humo
2415,714,Virtual Humo,TBC,Humo
2416,715,Osmon,TBC,Humo
2417,715,Virtual Humo,TBC,Humo
2418,716,Osmon,TBC,Humo
2419,716,Virtual Uzcard,TBC,Uzcard
2420,716,Virtual Humo,TBC,Humo
2421,717,Salom,TBC,Uzcard
2422,717,Virtual Uzcard,TBC,Uzcard
2423,717,Virtual Humo,TBC,Humo
2424,717,Other Bank,Xalq Bank,Uzcard
2425,718,Salom,TBC,Uzcard
2426,718,Virtual Humo,TBC,Humo
2427,719,Salom,TBC,Uzcard
2428,719,Osmon,TBC,Humo
2429,719,Other Bank,Anor Bank,Humo
2430,720,Virtual Uzcard,TBC,Uzcard
2431,720,Virtual Humo,TBC,Humo
2432,721,Salom,TBC,Uzcard
2433,721,Virtual Humo,TBC,Humo
2434,722,Salom,TBC,Uzcard
2435,722,Osmon,TBC,Humo
2436,722,Virtual Uzcard,TBC,Uzcard
2437,722,Virtual Humo,TBC,Humo
2438,722,Other Bank,Kapital Bank,Uzcard
2439,722,Other Bank,Trast Bank,Uzcard
2440,723,Osmon,TBC,Humo
2441,723,Virtual Uzcard,TBC,Uzcard
2442,723,Virtual Humo,TBC,Humo
2443,724,Osmon,TBC,Humo
2444,724,Virtual Uzcard,TBC,Uzcard
2445,724,Virtual Humo,TBC,Humo
2446,724,Other Bank,Hamkor Bank,Humo
2447,724,Other Bank,Ipoteka Bank,Humo
2448,724,Other Bank,Anor Bank,Humo
2449,725,Salom,TBC,Uzcard
2450,725,Virtual Uzcard,TBC,Uzcard
2451,725,Other Bank,Ipoteka Bank,Humo
2452,726,Salom,TBC,Uzcard
2453,726,Osmon,TBC,Humo
2454,726,Virtual Uzcard,TBC,Uzcard
2455,726,Virtual Humo,TBC,Humo
2456,726,Other Bank,Ipoteka Bank,Humo
2457,726,Other Bank,Ipoteka Bank,Uzcard
2458,727,Osmon,TBC,Humo
2459,727,Virtual Uzcard,TBC,Uzcard
2460,727,Virtual Humo,TBC,Humo
2461,728,Salom,TBC,Uzcard
2462,728,Virtual Humo,TBC,Humo
2463,729,Salom,TBC,Uzcard
2464,729,Virtual Uzcard,TBC,Uzcard
2465,729,Virtual Humo,TBC,Humo
2466,729,Other Bank,Infin Bank,Humo
2467,729,Other Bank,Xalq Bank,Uzcard
2468,729,Other Bank,Trast Bank,Uzcard
2469,730,Osmon,TBC,Humo
2470,730,Virtual Uzcard,TBC,Uzcard
2471,730,Virtual Humo,TBC,Humo
2472,731,Salom,TBC,Uzcard
2473,731,Osmon,TBC,Humo
2474,731,Virtual Uzcard,TBC,Uzcard
2475,731,Other Bank,Xalq Bank,Uzcard
2476,731,Other Bank,Hamkor Bank,Humo
2477,732,Virtual Humo,TBC,Humo
2478,732,Other Bank,Xalq Bank,Uzcard
2479,732,Other Bank,Anor Bank,Humo
2480,733,Salom,TBC,Uzcard
2481,733,Virtual Uzcard,TBC,Uzcard
2482,733,Other Bank,Ipoteka Bank,Uzcard
2483,733,Other Bank,Trast Bank,Humo
2484,733,Other Bank,Xalq Bank,Uzcard
2485,734,Salom,TBC,Uzcard
2486,734,Osmon,TBC,Humo
2487,734,Virtual Uzcard,TBC,Uzcard
2488,735,Virtual Uzcard,TBC,Uzcard
2489,735,Virtual Humo,TBC,Humo
2490,735,Other Bank,Trast Bank,Uzcard
2491,736,Salom,TBC,Uzcard
2492,736,Osmon,TBC,Humo
2493,736,Virtual Uzcard,TBC,Uzcard
2494,736,Virtual Humo,TBC,Humo
2495,736,Other Bank,Anor Bank,Uzcard
2496,737,Salom,TBC,Uzcard
2497,737,Virtual Uzcard,TBC,Uzcard
2498,737,Virtual Humo,TBC,Humo
2499,737,Other Bank,Xalq Bank,Humo
2500,738,Virtual Uzcard,TBC,Uzcard
2501,739,Salom,TBC,Uzcard
2502,739,Osmon,TBC,Humo
2503,739,Virtual Humo,TBC,Humo
2504,739,Other Bank,Kapital Bank,Uzcard
2505,740,Osmon,TBC,Humo
2506,740,Virtual Uzcard,TBC,Uzcard
2507,740,Other Bank,Infin Bank,Humo
2508,741,Virtual Uzcard,TBC,Uzcard
2509,742,Salom,TBC,Uzcard
2510,742,Osmon,TBC,Humo
2511,742,Virtual Uzcard,TBC,Uzcard
2512,742,Virtual Humo,TBC,Humo
2513,742,Other Bank,Xalq Bank,Humo
2514,743,Salom,TBC,Uzcard
2515,743,Virtual Uzcard,TBC,Uzcard
2516,743,Other Bank,Trast Bank,Humo
2517,743,Other Bank,Xalq Bank,Uzcard
2518,743,Other Bank,Ipoteka Bank,Uzcard
2519,744,Salom,TBC,Uzcard
2520,744,Virtual Uzcard,TBC,Uzcard
2521,744,Virtual Humo,TBC,Humo
2522,744,Other Bank,Ipoteka Bank,Humo
2523,745,Salom,TBC,Uzcard
2524,745,Virtual Uzcard,TBC,Uzcard
2525,745,Other Bank,Trast Bank,Humo
2526,746,Virtual Uzcard,TBC,Uzcard
2527,746,Virtual Humo,TBC,Humo
2528,746,Other Bank,Ipoteka Bank,Humo
2529,747,Salom,TBC,Uzcard
2530,747,Virtual Uzcard,TBC,Uzcard
2531,747,Virtual Humo,TBC,Humo
2532,747,Other Bank,Xalq Bank,Humo
2533,748,Salom,TBC,Uzcard
2534,748,Osmon,TBC,Humo
2535,748,Virtual Uzcard,TBC,Uzcard
2536,748,Virtual Humo,TBC,Humo
2537,748,Other Bank,Ipoteka Bank,Humo
2538,749,Salom,TBC,Uzcard
2539,749,Virtual Uzcard,TBC,Uzcard
2540,749,Other Bank,Anor Bank,Humo
2541,750,Other Bank,Infin Bank,Humo
2542,750,Other Bank,Infin Bank,Uzcard
2543,751,Virtual Uzcard,TBC,Uzcard
2544,751,Virtual Humo,TBC,Humo
2545,751,Other Bank,Xalq Bank,Humo
2546,752,Osmon,TBC,Humo
2547,752,Other Bank,Trast Bank,Uzcard
2548,752,Other Bank,Infin Bank,Humo
2549,753,Salom,TBC,Uzcard
2550,753,Virtual Humo,TBC,Humo
2551,753,Other Bank,Aloqa Bank,Uzcard
2552,754,Salom,TBC,Uzcard
2553,754,Osmon,TBC,Humo
2554,754,Virtual Uzcard,TBC,Uzcard
2555,754,Other Bank,Anor Bank,Uzcard
2556,755,Salom,TBC,Uzcard
2557,755,Other Bank,Kapital Bank,Humo
2558,755,Other Bank,Anor Bank,Uzcard
2559,756,Salom,TBC,Uzcard
2560,756,Virtual Uzcard,TBC,Uzcard
2561,756,Virtual Humo,TBC,Humo
2562,756,Other Bank,Kapital Bank,Uzcard
2563,757,Salom,TBC,Uzcard
2564,757,Virtual Uzcard,TBC,Uzcard
2565,757,Virtual Humo,TBC,Humo
2566,758,Virtual Uzcard,TBC,Uzcard
2567,759,Salom,TBC,Uzcard
2568,759,Virtual Humo,TBC,Humo
2569,759,Other Bank,Aloqa Bank,Humo
2570,759,Other Bank,Aloqa Bank,Uzcard
2571,760,Osmon,TBC,Humo
2572,760,Virtual Uzcard,TBC,Uzcard
2573,760,Virtual Humo,TBC,Humo
2574,761,Virtual Humo,TBC,Humo
2575,761,Other Bank,Kapital Bank,Uzcard
2576,761,Other Bank,Hamkor Bank,Uzcard
2577,762,Salom,TBC,Uzcard
2578,762,Osmon,TBC,Humo
2579,762,Virtual Uzcard,TBC,Uzcard
2580,762,Other Bank,Infin Bank,Uzcard
2581,763,Salom,TBC,Uzcard
2582,763,Virtual Uzcard,TBC,Uzcard
2583,763,Other Bank,Kapital Bank,Uzcard
2584,764,Osmon,TBC,Humo
2585,764,Other Bank,Anor Bank,Humo
2586,764,Other Bank,Xalq Bank,Uzcard
2587,764,Other Bank,Aloqa Bank,Uzcard
2588,765,Salom,TBC,Uzcard
2589,765,Virtual Uzcard,TBC,Uzcard
2590,765,Virtual Humo,TBC,Humo
2591,765,Other Bank,Hamkor Bank,Humo
2592,765,Other Bank,Aloqa Bank,Uzcard
2593,765,Other Bank,Trast Bank,Uzcard
2594,766,Salom,TBC,Uzcard
2595,766,Virtual Uzcard,TBC,Uzcard
2596,766,Virtual Humo,TBC,Humo
2597,766,Other Bank,Ipoteka Bank,Humo
2598,767,Salom,TBC,Uzcard
2599,767,Virtual Humo,TBC,Humo
2600,767,Other Bank,Aloqa Bank,Uzcard
2601,768,Virtual Uzcard,TBC,Uzcard
2602,768,Virtual Humo,TBC,Humo
2603,768,Other Bank,Hamkor Bank,Uzcard
2604,769,Salom,TBC,Uzcard
2605,769,Osmon,TBC,Humo
2606,769,Virtual Uzcard,TBC,Uzcard
2607,769,Other Bank,Kapital Bank,Uzcard
2608,769,Other Bank,Hamkor Bank,Humo
2609,769,Other Bank,Kapital Bank,Humo
2610,770,Salom,TBC,Uzcard
2611,770,Virtual Uzcard,TBC,Uzcard
2612,771,Salom,TBC,Uzcard
2613,771,Virtual Uzcard,TBC,Uzcard
2614,771,Other Bank,Infin Bank,Uzcard
2615,771,Other Bank,Infin Bank,Humo
2616,772,Salom,TBC,Uzcard
2617,772,Osmon,TBC,Humo
2618,772,Virtual Uzcard,TBC,Uzcard
2619,772,Other Bank,Hamkor Bank,Humo
2620,773,Virtual Uzcard,TBC,Uzcard
2621,774,Virtual Humo,TBC,Humo
2622,775,Virtual Humo,TBC,Humo
2623,775,Other Bank,Xalq Bank,Uzcard
2624,775,Other Bank,Kapital Bank,Humo
2625,775,Other Bank,Infin Bank,Humo
2626,776,Salom,TBC,Uzcard
2627,776,Osmon,TBC,Humo
2628,776,Virtual Uzcard,TBC,Uzcard
2629,776,Virtual Humo,TBC,Humo
2630,777,Salom,TBC,Uzcard
2631,777,Osmon,TBC,Humo
2632,777,Virtual Uzcard,TBC,Uzcard
2633,777,Virtual Humo,TBC,Humo
2634,777,Other Bank,Hamkor Bank,Humo
2635,777,Other Bank,Anor Bank,Uzcard
2636,778,Salom,TBC,Uzcard
2637,778,Osmon,TBC,Humo
2638,778,Other Bank,Trast Bank,Uzcard
2639,779,Salom,TBC,Uzcard
2640,779,Virtual Uzcard,TBC,Uzcard
2641,779,Other Bank,Trast Bank,Humo
2642,779,Other Bank,Infin Bank,Uzcard
2643,779,Other Bank,Trast Bank,Uzcard
2644,780,Salom,TBC,Uzcard
2645,780,Osmon,TBC,Humo
2646,780,Virtual Uzcard,TBC,Uzcard
2647,781,Salom,TBC,Uzcard
2648,781,Osmon,TBC,Humo
2649,781,Virtual Uzcard,TBC,Uzcard
2650,781,Other Bank,Trast Bank,Uzcard
2651,782,Virtual Uzcard,TBC,Uzcard
2652,782,Other Bank,Aloqa Bank,Uzcard
2653,782,Other Bank,Anor Bank,Uzcard
2654,783,Salom,TBC,Uzcard
2655,783,Virtual Uzcard,TBC,Uzcard
2656,783,Virtual Humo,TBC,Humo
2657,783,Other Bank,Infin Bank,Humo
2658,783,Other Bank,Ipoteka Bank,Uzcard
2659,784,Virtual Humo,TBC,Humo
2660,785,Salom,TBC,Uzcard
2661,785,Other Bank,Infin Bank,Humo
2662,785,Other Bank,Infin Bank,Uzcard
2663,786,Osmon,TBC,Humo
2664,786,Virtual Humo,TBC,Humo
2665,787,Other Bank,Trast Bank,Humo
2666,787,Other Bank,Infin Bank,Uzcard
2667,788,Salom,TBC,Uzcard
2668,788,Osmon,TBC,Humo
2669,788,Virtual Humo,TBC,Humo
2670,788,Other Bank,Infin Bank,Humo
2671,789,Salom,TBC,Uzcard
2672,789,Virtual Uzcard,TBC,Uzcard
2673,789,Virtual Humo,TBC,Humo
2674,790,Virtual Uzcard,TBC,Uzcard
2675,790,Virtual Humo,TBC,Humo
2676,791,Salom,TBC,Uzcard
2677,791,Osmon,TBC,Humo
2678,791,Other Bank,Xalq Bank,Humo
2679,791,Other Bank,Anor Bank,Uzcard
2680,791,Other Bank,Kapital Bank,Uzcard
2681,792,Salom,TBC,Uzcard
2682,792,Virtual Humo,TBC,Humo
2683,792,Other Bank,Infin Bank,Uzcard
2684,792,Other Bank,Aloqa Bank,Uzcard
2685,793,Salom,TBC,Uzcard
2686,793,Osmon,TBC,Humo
2687,793,Virtual Uzcard,TBC,Uzcard
2688,794,Salom,TBC,Uzcard
2689,794,Virtual Uzcard,TBC,Uzcard
2690,795,Salom,TBC,Uzcard
2691,795,Osmon,TBC,Humo
2692,795,Virtual Uzcard,TBC,Uzcard
2693,795,Virtual Humo,TBC,Humo
2694,795,Other Bank,Kapital Bank,Humo
2695,796,Virtual Uzcard,TBC,Uzcard
2696,796,Other Bank,Ipoteka Bank,Humo
2697,797,Virtual Uzcard,TBC,Uzcard
2698,797,Virtual Humo,TBC,Humo
2699,798,Salom,TBC,Uzcard
2700,798,Virtual Uzcard,TBC,Uzcard
2701,799,Salom,TBC,Uzcard
2702,799,Osmon,TBC,Humo
2703,799,Virtual Uzcard,TBC,Uzcard
2704,799,Virtual Humo,TBC,Humo
2705,799,Other Bank,Hamkor Bank,Uzcard
2706,799,Other Bank,Trast Bank,Humo
2707,800,Osmon,TBC,Humo
2708,800,Virtual Humo,TBC,Humo
2709,801,Salom,TBC,Uzcard
2710,802,Salom,TBC,Uzcard
2711,802,Osmon,TBC,Humo
2712,802,Virtual Uzcard,TBC,Uzcard
2713,802,Other Bank,Hamkor Bank,Humo
2714,802,Other Bank,Trast Bank,Humo
2715,802,Other Bank,Ipoteka Bank,Uzcard
2716,803,Virtual Humo,TBC,Humo
2717,803,Other Bank,Trast Bank,Humo
2718,804,Salom,TBC,Uzcard
2719,804,Virtual Uzcard,TBC,Uzcard
2720,805,Salom,TBC,Uzcard
2721,805,Osmon,TBC,Humo
2722,805,Virtual Uzcard,TBC,Uzcard
2723,805,Virtual Humo,TBC,Humo
2724,806,Salom,TBC,Uzcard
2725,806,Osmon,TBC,Humo
2726,806,Virtual Uzcard,TBC,Uzcard
2727,806,Virtual Humo,TBC,Humo
2728,807,Virtual Humo,TBC,Humo
2729,808,Salom,TBC,Uzcard
2730,808,Virtual Uzcard,TBC,Uzcard
2731,809,Salom,TBC,Uzcard
2732,809,Virtual Uzcard,TBC,Uzcard
2733,809,Virtual Humo,TBC,Humo
2734,810,Salom,TBC,Uzcard
2735,810,Virtual Uzcard,TBC,Uzcard
2736,810,Virtual Humo,TBC,Humo
2737,810,Other Bank,Ipoteka Bank,Humo
2738,811,Salom,TBC,Uzcard
2739,811,Osmon,TBC,Humo
2740,811,Virtual Humo,TBC,Humo
2741,811,Other Bank,Kapital Bank,Uzcard
